date,campaign_id,campaign_name,installs,d1_revenue,d7_revenue
2025-10-07,FB-100000,UA - Retargeting - Value | Android | US | Carousel,69,268.8,1265.78
2025-10-09,FB-100185,UA - Lookalike - 5% | Android | MENA | UGC,50,151.72,656.49
2025-10-09,FB-100186,UA - Lookalike - 5% | iOS | LATAM | Playables,39,109.88,498.75
2025-10-09,FB-100187,UA - Prospecting - Broad | iOS | MENA | Playables,59,165.09,553.71
2025-10-09,FB-100188,UA - Lookalike - 1% | Android | EU | Static,19,80.63,367.03
2025-10-09,FB-100189,UA - Retargeting - Value | Android | EU | Static,90,425.9,2010.67
2025-10-09,FB-100190,UA - Lookalike - 5% | Android | EU | Video,73,193.75,955.58
2025-10-09,FB-100191,UA - Lookalike - 1% | iOS | MENA | UGC,65,234.45,919.51
2025-10-09,FB-100192,UA - Lookalike - 1% | Android | EU | Carousel,61,185.73,934.78
2025-10-09,FB-100193,UA - Lookalike - 1% | iOS | US | Static,86,338.68,1732.69
2025-10-09,FB-100194,UA - Retargeting - Value | Android | APAC | Video,33,137.62,795.99
2025-10-09,FB-100195,UA - Prospecting - Broad | Android | LATAM | Static,28,63.61,236.5
2025-10-09,FB-100196,UA - Lookalike - 1% | Android | EU | Carousel,101,346.75,1601.29
2025-10-09,FB-100197,UA - Lookalike - 1% | iOS | US | UGC,77,293.4,1064.75
2025-10-09,FB-100198,UA - Lookalike - 5% | iOS | LATAM | Playables,33,148.15,756.31
2025-10-09,FB-100199,UA - Prospecting - Broad | iOS | US | Playables,22,67.05,282.82
2025-10-09,FB-100200,UA - Lookalike - 1% | iOS | LATAM | Playables,82,329.44,1103.62
2025-10-09,FB-100201,UA - Prospecting - Broad | Android | US | Static,36,155.06,563.18
2025-10-09,FB-100202,UA - Retargeting - Value | iOS | MENA | Video,10,37.41,163.26
2025-10-09,FB-100203,UA - Lookalike - 1% | iOS | MENA | UGC,88,380.05,1983.1
2025-10-09,FB-100204,UA - Lookalike - 5% | Android | MENA | UGC,85,336.83,1723.9
2025-10-09,FB-100205,UA - Lookalike - 5% | Android | APAC | Carousel,40,80.88,263.1
2025-10-09,FB-100206,UA - Retargeting - Value | iOS | LATAM | Video,12,49.76,240.59
2025-10-09,FB-100207,UA - Lookalike - 1% | iOS | APAC | UGC,36,147.69,659.29
2025-10-09,FB-100208,UA - Lookalike - 5% | iOS | MENA | Video,130,519.73,2216.65
2025-10-09,FB-100209,UA - Lookalike - 1% | Android | LATAM | Carousel,123,421.71,2036.44
2025-10-09,FB-100210,UA - Prospecting - Broad | Android | APAC | Playables,84,205.0,637.55
2025-10-09,FB-100211,UA - Retargeting - Value | iOS | APAC | Video,6,29.09,174.54
2025-10-09,FB-100212,UA - Lookalike - 5% | iOS | MENA | UGC,112,288.39,1389.46
2025-10-09,FB-100213,UA - Retargeting - Value | Android | EU | Carousel,104,477.9,2048.28
2025-10-09,FB-100214,UA - Prospecting - Broad | iOS | APAC | UGC,23,101.5,450.96
2025-10-09,FB-100215,UA - Retargeting - Value | Android | MENA | Static,33,112.3,492.88
2025-10-09,FB-100216,UA - Lookalike - 5% | iOS | MENA | Video,67,197.81,604.51
2025-10-09,FB-100217,UA - Lookalike - 5% | Android | EU | Video,55,217.17,871.29
2025-10-09,FB-100218,UA - Lookalike - 1% | Android | EU | UGC,87,353.83,1840.62
2025-10-09,FB-100219,UA - Lookalike - 5% | iOS | APAC | UGC,84,294.98,1189.36
2025-10-09,FB-100220,UA - Retargeting - Value | Android | APAC | Playables,24,97.82,580.76
2025-10-09,FB-100221,UA - Retargeting - Value | iOS | EU | Playables,66,302.17,1813.02
2025-10-09,FB-100222,UA - Lookalike - 1% | Android | LATAM | UGC,111,309.99,1095.81
2025-10-09,FB-100223,UA - Lookalike - 1% | iOS | US | Carousel,56,205.64,924.35
2025-10-09,FB-100224,UA - Lookalike - 5% | iOS | EU | UGC,33,127.28,667.07
2025-10-09,FB-100225,UA - Lookalike - 5% | iOS | LATAM | Playables,83,216.02,902.53
2025-10-09,FB-100226,UA - Retargeting - Value | iOS | LATAM | Static,105,481.12,2029.85
2025-10-09,FB-100227,UA - Prospecting - Broad | iOS | EU | UGC,12,37.98,117.7
2025-10-09,FB-100228,UA - Lookalike - 5% | iOS | APAC | UGC,291,883.1,3293.08
2025-10-09,FB-100229,UA - Retargeting - Value | Android | APAC | Video,70,257.23,1543.38
2025-10-09,FB-100230,UA - Prospecting - Broad | iOS | US | UGC,38,143.9,553.58
2025-10-09,FB-100231,UA - Lookalike - 5% | iOS | US | Static,81,292.64,1356.09
2025-10-09,FB-100232,UA - Lookalike - 1% | Android | US | UGC,215,628.04,2608.25
2025-10-09,FB-100233,UA - Prospecting - Broad | iOS | MENA | UGC,12,33.54,184.34
2025-10-09,FB-100234,UA - Lookalike - 1% | iOS | MENA | UGC,61,211.26,850.32
2025-10-09,FB-100235,UA - Prospecting - Broad | iOS | MENA | Video,141,437.82,2089.71
2025-10-09,FB-100236,UA - Prospecting - Broad | Android | LATAM | Static,64,235.66,1180.42
2025-10-09,FB-100237,UA - Lookalike - 5% | iOS | US | Video,46,210.1,1083.28
2025-10-09,FB-100238,UA - Prospecting - Broad | Android | LATAM | Video,57,199.67,1032.29
2025-10-09,FB-100239,UA - Lookalike - 1% | iOS | US | Carousel,31,98.78,512.57
2025-10-09,FB-100240,UA - Retargeting - Value | iOS | APAC | Static,14,51.16,227.71
2025-10-09,FB-100241,UA - Retargeting - Value | iOS | MENA | Static,8,35.84,173.57
2025-10-09,FB-100242,UA - Lookalike - 5% | Android | US | Playables,119,501.64,2437.97
2025-10-09,FB-100243,UA - Retargeting - Value | Android | APAC | Playables,43,197.94,889.15
2025-10-09,FB-100244,UA - Lookalike - 5% | Android | APAC | Carousel,65,259.58,1074.92
2025-10-09,FB-100245,UA - Lookalike - 1% | iOS | US | UGC,38,118.77,602.64
2025-10-09,FB-100246,UA - Lookalike - 1% | Android | US | UGC,139,409.47,1499.48
2025-10-09,FB-100247,UA - Lookalike - 5% | iOS | APAC | Carousel,172,629.37,2509.3
2025-10-09,FB-100248,UA - Lookalike - 5% | iOS | EU | UGC,40,123.82,394.99
2025-10-09,FB-100249,UA - Lookalike - 1% | Android | EU | UGC,185,468.55,2422.87
2025-10-09,FB-100250,UA - Lookalike - 5% | iOS | LATAM | Video,103,377.02,1634.38
2025-10-09,FB-100251,UA - Prospecting - Broad | iOS | US | Playables,47,177.57,854.82
2025-10-09,FB-100252,UA - Lookalike - 1% | iOS | LATAM | Static,38,131.47,427.15
2025-10-09,FB-100253,UA - Lookalike - 1% | Android | EU | Playables,115,346.63,1180.28
2025-10-09,FB-100254,UA - Lookalike - 1% | Android | US | Video,37,143.67,660.59
2025-10-09,FB-100255,UA - Lookalike - 1% | iOS | US | Playables,26,127.59,403.82
2025-10-09,FB-100256,UA - Lookalike - 1% | Android | US | Carousel,105,367.59,1870.3
2025-10-09,FB-100257,UA - Retargeting - Value | iOS | EU | Static,20,106.42,520.5
2025-10-09,FB-100258,UA - Lookalike - 1% | iOS | MENA | Playables,64,276.98,1387.95
2025-10-09,FB-100259,UA - Lookalike - 1% | Android | LATAM | UGC,56,129.96,654.74
2025-10-09,FB-100260,UA - Prospecting - Broad | iOS | US | UGC,11,50.44,205.85
2025-10-09,FB-100261,UA - Lookalike - 1% | Android | EU | UGC,90,336.8,1417.59
2025-10-09,FB-100262,UA - Lookalike - 1% | Android | APAC | Video,122,434.5,1909.19
2025-10-09,FB-100263,UA - Lookalike - 1% | Android | APAC | Carousel,58,120.22,417.16
2025-10-09,FB-100264,UA - Retargeting - Value | iOS | LATAM | Video,33,107.74,515.86
2025-10-09,FB-100265,UA - Lookalike - 1% | iOS | US | Playables,27,122.37,548.46
2025-10-09,FB-100266,UA - Lookalike - 1% | Android | US | UGC,32,130.31,598.77
2025-10-09,FB-100267,UA - Prospecting - Broad | iOS | US | Static,34,109.25,584.27
2025-10-09,FB-100268,UA - Prospecting - Broad | Android | LATAM | UGC,69,255.27,1391.99
2025-10-09,FB-100269,UA - Retargeting - Value | Android | EU | Playables,25,101.59,412.96
2025-10-09,FB-100270,UA - Lookalike - 5% | iOS | APAC | Carousel,46,124.21,407.78
2025-10-09,FB-100271,UA - Lookalike - 5% | Android | APAC | Video,121,381.49,1699.92
2025-10-09,FB-100272,UA - Lookalike - 1% | iOS | LATAM | Video,94,249.97,1195.36
2025-10-09,FB-100273,UA - Retargeting - Value | Android | APAC | UGC,83,337.46,1434.54
2025-10-09,FB-100274,UA - Lookalike - 1% | iOS | US | Carousel,11,49.3,164.76
2025-10-09,FB-100275,UA - Retargeting - Value | Android | APAC | Carousel,14,39.69,238.14
2025-10-09,FB-100276,UA - Retargeting - Value | Android | APAC | Video,24,82.03,366.1
2025-10-09,FB-100277,UA - Retargeting - Value | Android | US | Carousel,49,205.34,1195.49
2025-10-09,FB-100278,UA - Prospecting - Broad | Android | MENA | Static,84,282.48,1465.51
2025-10-09,FB-100279,UA - Retargeting - Value | Android | MENA | Static,97,312.9,1587.65
2025-10-09,FB-100280,UA - Prospecting - Broad | iOS | EU | Playables,21,80.29,356.97
2025-10-09,FB-100281,UA - Lookalike - 1% | iOS | EU | Static,73,256.23,1156.37
2025-10-09,FB-100282,UA - Retargeting - Value | Android | US | Video,70,341.52,1861.63
2025-10-09,FB-100283,UA - Lookalike - 1% | Android | LATAM | Static,161,402.5,1254.19
2025-10-09,FB-100284,UA - Prospecting - Broad | Android | EU | Carousel,60,175.22,574.2
2025-10-09,FB-100285,UA - Prospecting - Broad | Android | APAC | Playables,72,165.17,763.09
2025-10-09,FB-100286,UA - Lookalike - 1% | Android | APAC | UGC,167,555.48,2857.39
2025-10-09,FB-100287,UA - Retargeting - Value | Android | APAC | Playables,18,83.58,385.05
2025-10-09,FB-100288,UA - Lookalike - 5% | Android | MENA | Carousel,39,147.34,463.97
2025-10-09,FB-100289,UA - Lookalike - 5% | Android | US | UGC,84,233.64,864.0
2025-10-09,FB-100290,UA - Lookalike - 5% | iOS | US | UGC,93,398.83,1644.38
2025-10-09,FB-100291,UA - Retargeting - Value | Android | US | Carousel,55,196.4,893.82
2025-10-09,FB-100292,UA - Lookalike - 1% | Android | EU | Carousel,51,179.49,957.58
2025-10-09,FB-100293,UA - Lookalike - 1% | iOS | MENA | Playables,47,143.05,664.61
2025-10-09,FB-100294,UA - Lookalike - 5% | iOS | MENA | Playables,76,232.99,1170.54
2025-10-09,FB-100295,UA - Retargeting - Value | Android | US | Playables,37,179.38,955.2
2025-10-09,FB-100296,UA - Lookalike - 5% | iOS | APAC | Static,25,100.98,408.87
2025-10-09,FB-100297,UA - Lookalike - 5% | iOS | APAC | UGC,49,193.15,784.58
2025-10-09,FB-100298,UA - Lookalike - 1% | Android | LATAM | UGC,90,281.52,912.12
2025-10-09,FB-100299,UA - Lookalike - 5% | iOS | LATAM | Static,31,98.34,410.86
2025-10-09,FB-100300,UA - Prospecting - Broad | Android | US | Video,16,58.08,194.1
2025-10-09,FB-100301,UA - Retargeting - Value | iOS | US | Carousel,40,209.09,890.1
2025-10-09,FB-100302,UA - Lookalike - 1% | Android | MENA | Playables,108,223.91,678.22
2025-10-09,FB-100303,UA - Lookalike - 5% | Android | APAC | Carousel,70,202.98,715.1
2025-10-09,FB-100304,UA - Lookalike - 1% | Android | LATAM | Playables,74,241.11,1181.92
2025-10-09,FB-100305,UA - Retargeting - Value | iOS | US | Playables,14,71.98,289.07
2025-10-09,FB-100306,UA - Prospecting - Broad | Android | APAC | Static,49,155.12,824.0
2025-10-09,FB-100307,UA - Prospecting - Broad | iOS | MENA | Carousel,16,54.48,258.24
2025-10-09,FB-100308,UA - Lookalike - 5% | iOS | MENA | Static,59,166.02,804.2
2025-10-09,FB-100309,UA - Prospecting - Broad | Android | MENA | Carousel,49,143.16,666.27
2025-10-09,FB-100310,UA - Lookalike - 1% | Android | LATAM | Carousel,40,150.41,563.89
2025-10-09,FB-100311,UA - Retargeting - Value | iOS | US | Static,29,136.23,547.51
2025-10-09,FB-100312,UA - Prospecting - Broad | iOS | US | Static,16,54.78,185.38
2025-10-09,FB-100313,UA - Lookalike - 5% | Android | MENA | Static,114,346.62,1520.62
2025-10-09,FB-100314,UA - Retargeting - Value | iOS | APAC | Carousel,59,296.35,1301.87
2025-10-09,FB-100315,UA - Prospecting - Broad | iOS | LATAM | Carousel,40,133.99,606.57
2025-10-09,FB-100316,UA - Prospecting - Broad | Android | EU | Static,74,187.97,754.7
2025-10-09,FB-100317,UA - Lookalike - 5% | Android | LATAM | UGC,100,223.07,1056.46
2025-10-09,FB-100318,UA - Lookalike - 5% | iOS | MENA | UGC,43,185.7,826.74
2025-10-09,FB-100319,UA - Prospecting - Broad | iOS | EU | Playables,55,190.5,631.7
2025-10-09,FB-100320,UA - Lookalike - 1% | iOS | APAC | Video,68,216.12,938.83
2025-10-09,FB-100321,UA - Prospecting - Broad | iOS | MENA | Carousel,11,36.91,189.2
2025-10-09,FB-100322,UA - Prospecting - Broad | Android | APAC | Playables,59,126.43,607.12
2025-10-09,FB-100323,UA - Retargeting - Value | Android | EU | Carousel,68,258.58,1551.48
2025-10-09,FB-100324,UA - Lookalike - 1% | Android | LATAM | Carousel,267,920.14,2952.73
2025-10-09,FB-100325,UA - Lookalike - 5% | Android | US | UGC,83,321.7,1351.78
2025-10-09,FB-100326,UA - Retargeting - Value | Android | EU | UGC,45,233.43,948.89
2025-10-09,FB-100327,UA - Prospecting - Broad | iOS | US | UGC,17,82.08,378.72
2025-10-09,FB-100328,UA - Prospecting - Broad | iOS | US | UGC,34,134.42,568.33
2025-10-09,FB-100329,UA - Lookalike - 5% | iOS | MENA | UGC,39,136.61,679.09
2025-10-09,FB-100330,UA - Lookalike - 5% | iOS | LATAM | Video,19,72.66,378.85
2025-10-09,FB-100331,UA - Lookalike - 5% | Android | LATAM | Static,58,147.91,499.2
2025-10-09,FB-100332,UA - Prospecting - Broad | iOS | US | UGC,43,160.78,501.96
2025-10-09,FB-100333,UA - Lookalike - 5% | Android | APAC | Playables,99,307.4,952.33
2025-10-09,FB-100334,UA - Lookalike - 1% | Android | APAC | Carousel,57,154.48,849.18
2025-10-09,FB-100335,UA - Prospecting - Broad | Android | LATAM | Static,153,466.89,1547.27
2025-10-09,FB-100336,UA - Retargeting - Value | Android | MENA | Playables,98,443.98,2663.88
2025-10-09,FB-100337,UA - Retargeting - Value | iOS | LATAM | Static,78,353.93,1900.25
2025-10-09,FB-100338,UA - Retargeting - Value | Android | EU | Carousel,15,68.18,340.83
2025-10-09,FB-100339,UA - Prospecting - Broad | Android | MENA | Static,27,90.61,436.29
2025-10-09,FB-100340,UA - Lookalike - 5% | Android | APAC | UGC,45,169.15,827.31
2025-10-09,FB-100341,UA - Lookalike - 5% | iOS | LATAM | Static,67,181.45,980.19
2025-10-09,FB-100342,UA - Lookalike - 1% | Android | APAC | UGC,89,205.88,1104.55
2025-10-09,FB-100343,UA - Lookalike - 1% | iOS | MENA | Video,141,574.9,2761.24
2025-10-09,FB-100344,UA - Lookalike - 5% | Android | LATAM | UGC,75,250.3,1045.0
2025-10-09,FB-100345,UA - Lookalike - 1% | Android | US | Carousel,156,689.5,2982.78
2025-10-09,FB-100346,UA - Lookalike - 5% | Android | US | Playables,52,183.95,933.73
2025-10-09,FB-100347,UA - Prospecting - Broad | iOS | MENA | Playables,15,58.42,273.64
2025-10-09,FB-100348,UA - Lookalike - 1% | iOS | MENA | Static,45,131.95,715.7
2025-10-09,FB-100349,UA - Prospecting - Broad | iOS | MENA | Static,89,379.76,1255.11
2025-10-09,GG-200000,Search - Brand - Exact | iOS | US | Carousel,68,267.44,1255.9
2025-10-09,GG-200001,UAC - Value | Android | US | Static,60,205.97,1173.41
2025-10-09,GG-200002,Search - Non-Brand - Broad | iOS | MENA | Playables,17,43.68,117.59
2025-10-09,GG-200003,UAC - Value | iOS | LATAM | Carousel,81,419.05,2514.3
2025-10-09,GG-200004,Search - Brand - Exact | iOS | LATAM | Playables,165,415.27,1984.58
2025-10-09,GG-200005,Search - Brand - Exact | iOS | US | Carousel,82,300.87,1064.48
2025-10-09,GG-200006,Search - Non-Brand - Broad | iOS | LATAM | Carousel,30,113.21,423.75
2025-10-09,GG-200007,Search - Non-Brand - Broad | iOS | US | Playables,53,255.24,1223.11
2025-10-09,GG-200008,Search - Non-Brand - Broad | iOS | LATAM | UGC,52,137.93,552.96
2025-10-09,GG-200009,UAC - Value | Android | LATAM | Playables,124,367.99,1740.96
2025-10-09,GG-200010,Search - Brand - Exact | iOS | EU | Playables,24,81.35,369.08
2025-10-09,GG-200011,Search - Brand - Exact | iOS | MENA | Carousel,55,163.92,522.58
2025-10-09,GG-200012,Search - Non-Brand - Broad | iOS | LATAM | Static,46,126.96,487.53
2025-10-09,GG-200013,Search - Non-Brand - Broad | iOS | APAC | Static,58,236.88,732.91
2025-10-09,GG-200014,UAC - Installs | Android | EU | Video,241,962.24,3912.47
2025-10-09,GG-200015,Search - Brand - Exact | Android | MENA | Playables,104,219.52,1034.38
2025-10-09,GG-200016,UAC - Value | iOS | MENA | Static,108,498.94,2086.57
2025-10-09,GG-200017,Search - Non-Brand - Broad | Android | EU | Static,168,505.36,1693.46
2025-10-09,GG-200018,UAC - Installs | iOS | US | UGC,101,401.02,1968.21
2025-10-09,GG-200019,UAC - Installs | Android | APAC | Playables,123,310.89,1515.28
2025-10-09,GG-200020,Search - Non-Brand - Broad | iOS | EU | Playables,83,281.21,912.81
2025-10-09,GG-200021,UAC - Installs | iOS | APAC | Static,116,321.67,1002.0
2025-10-09,GG-200022,UAC - Value | iOS | APAC | Carousel,144,667.86,3682.58
2025-10-09,GG-200023,Search - Non-Brand - Broad | iOS | EU | Static,44,202.69,651.45
2025-10-09,GG-200024,UAC - Installs | iOS | US | UGC,155,699.42,3332.74
2025-10-09,GG-200025,UAC - Installs | Android | MENA | Video,180,495.31,2452.28
2025-10-09,GG-200026,UAC - Value | Android | EU | Carousel,145,755.81,3885.62
2025-10-09,GG-200027,Search - Non-Brand - Broad | Android | APAC | Video,126,348.79,1702.1
2025-10-09,GG-200028,UAC - Value | iOS | LATAM | Video,66,296.18,1777.08
2025-10-09,GG-200029,UAC - Installs | Android | APAC | Playables,92,327.58,1653.62
2025-10-09,GG-200030,UAC - Installs | Android | APAC | Video,182,512.44,2433.58
2025-10-09,GG-200031,Search - Brand - Exact | Android | US | Carousel,88,354.43,1747.69
2025-10-09,GG-200032,Search - Brand - Exact | iOS | EU | Static,132,533.28,1627.04
2025-10-09,GG-200033,UAC - Value | iOS | APAC | Static,108,556.21,2417.29
2025-10-09,GG-200034,Search - Brand - Exact | iOS | MENA | Video,143,632.06,2982.06
2025-10-09,GG-200035,Search - Non-Brand - Broad | Android | LATAM | Static,34,91.21,353.26
2025-10-09,GG-200036,Search - Non-Brand - Broad | iOS | US | Carousel,69,243.71,1086.7
2025-10-09,GG-200037,Search - Non-Brand - Broad | iOS | US | Video,30,139.75,354.55
2025-10-09,GG-200038,Search - Brand - Exact | iOS | MENA | UGC,19,67.58,265.52
2025-10-09,GG-200039,Search - Brand - Exact | Android | APAC | Playables,62,157.11,605.5
2025-10-09,GG-200040,UAC - Value | Android | EU | Carousel,114,377.21,2263.26
2025-10-09,GG-200041,Search - Non-Brand - Broad | Android | MENA | Carousel,51,146.29,508.65
2025-10-09,GG-200042,UAC - Installs | iOS | EU | Video,86,270.91,1265.42
2025-10-09,GG-200043,Search - Brand - Exact | Android | MENA | Playables,110,230.54,614.62
2025-10-09,GG-200044,UAC - Value | iOS | APAC | Video,58,225.78,1158.93
2025-10-09,GG-200045,UAC - Installs | iOS | LATAM | Video,123,541.05,2491.54
2025-10-09,GG-200046,Search - Brand - Exact | Android | LATAM | Static,38,109.49,437.63
2025-10-09,GG-200047,UAC - Installs | iOS | EU | Video,123,547.6,2687.07
2025-10-09,GG-200048,UAC - Value | iOS | EU | UGC,77,364.53,2027.88
2025-10-09,GG-200049,UAC - Value | Android | EU | Video,84,390.48,2149.2
2025-10-09,GG-200050,Search - Brand - Exact | Android | LATAM | Static,56,133.87,402.55
2025-10-09,GG-200051,UAC - Installs | Android | US | Carousel,98,385.12,1320.19
2025-10-09,GG-200052,UAC - Installs | iOS | MENA | UGC,24,100.78,528.89
2025-10-09,GG-200053,UAC - Installs | Android | EU | Carousel,192,523.24,2551.32
2025-10-09,GG-200054,Search - Brand - Exact | Android | LATAM | Carousel,71,190.98,535.32
2025-10-09,GG-200055,UAC - Value | iOS | APAC | UGC,133,502.63,2072.34
2025-10-09,GG-200056,UAC - Value | iOS | LATAM | Static,156,810.61,3433.74
2025-10-09,GG-200057,UAC - Installs | iOS | LATAM | Playables,52,156.02,507.69
2025-10-09,GG-200058,UAC - Value | Android | APAC | Video,92,284.34,1270.15
2025-10-09,GG-200059,UAC - Installs | Android | MENA | Carousel,50,182.06,790.32
2025-10-09,GG-200060,UAC - Installs | Android | US | Carousel,115,365.73,1855.71
2025-10-09,GG-200061,UAC - Value | iOS | APAC | Playables,193,961.76,4403.9
2025-10-09,GG-200062,UAC - Value | Android | APAC | Carousel,102,363.82,1763.07
2025-10-09,GG-200063,UAC - Value | Android | LATAM | Playables,125,519.45,2784.77
2025-10-09,GG-200064,UAC - Value | iOS | US | Video,104,569.07,2982.5
2025-10-09,GG-200065,Search - Brand - Exact | iOS | MENA | Static,69,174.63,770.29
2025-10-09,GG-200066,Search - Brand - Exact | Android | MENA | UGC,40,133.91,363.57
2025-10-09,GG-200067,UAC - Installs | Android | US | Static,120,429.37,1768.15
2025-10-09,GG-200068,Search - Brand - Exact | iOS | APAC | Playables,65,185.15,917.23
2025-10-09,GG-200069,UAC - Installs | Android | APAC | Carousel,144,563.01,2473.87
2025-10-09,GG-200070,Search - Non-Brand - Broad | iOS | US | Playables,23,108.93,531.91
2025-10-09,GG-200071,UAC - Installs | iOS | APAC | Carousel,83,365.43,1728.12
2025-10-09,GG-200072,Search - Non-Brand - Broad | Android | US | Video,75,332.86,1371.72
2025-10-09,GG-200073,Search - Brand - Exact | iOS | MENA | UGC,111,400.39,1067.04
2025-10-09,GG-200074,Search - Non-Brand - Broad | iOS | LATAM | UGC,112,288.02,1191.54
2025-10-09,GG-200075,Search - Brand - Exact | iOS | APAC | Static,24,81.48,300.99
2025-10-09,GG-200076,Search - Non-Brand - Broad | Android | US | UGC,15,39.84,160.75
2025-10-09,GG-200077,UAC - Installs | iOS | US | Carousel,95,378.57,1648.67
2025-10-09,GG-200078,UAC - Installs | Android | MENA | Playables,208,469.87,2015.74
2025-10-09,GG-200079,UAC - Installs | iOS | EU | Static,31,112.73,485.98
2025-10-09,GG-200080,Search - Non-Brand - Broad | Android | US | Static,27,69.11,327.37
2025-10-09,GG-200081,UAC - Installs | Android | APAC | Video,116,391.06,1729.66
2025-10-09,GG-200082,Search - Non-Brand - Broad | iOS | APAC | Playables,61,198.2,619.97
2025-10-09,GG-200083,UAC - Value | Android | US | Carousel,186,735.82,4414.92
2025-10-09,GG-200084,UAC - Value | iOS | MENA | UGC,103,390.22,1942.52
2025-10-09,GG-200085,Search - Brand - Exact | Android | EU | Carousel,88,382.58,1850.16
2025-10-09,GG-200086,UAC - Installs | iOS | APAC | Playables,50,158.79,869.06
2025-10-09,GG-200087,Search - Non-Brand - Broad | Android | MENA | Playables,57,179.6,630.22
2025-10-09,GG-200088,Search - Brand - Exact | Android | APAC | Playables,32,78.31,389.91
2025-10-09,GG-200089,UAC - Installs | Android | MENA | Static,77,300.55,1269.52
2025-10-09,GG-200090,Search - Non-Brand - Broad | Android | EU | Carousel,87,352.0,1132.74
2025-10-09,GG-200091,Search - Brand - Exact | iOS | MENA | Carousel,40,170.22,805.99
2025-10-09,GG-200092,UAC - Installs | iOS | EU | Playables,147,499.55,2539.21
2025-10-09,GG-200093,Search - Brand - Exact | Android | LATAM | Playables,57,155.52,542.14
2025-10-09,GG-200094,Search - Non-Brand - Broad | Android | MENA | Playables,33,77.45,313.52
2025-10-09,GG-200095,UAC - Installs | Android | MENA | Playables,136,298.49,1491.55
2025-10-09,GG-200096,Search - Brand - Exact | Android | US | Video,37,156.45,704.96
2025-10-09,GG-200097,UAC - Value | iOS | EU | Playables,60,246.28,1220.81
2025-10-09,GG-200098,UAC - Installs | Android | APAC | Playables,46,168.81,826.16
2025-10-09,GG-200099,UAC - Value | iOS | APAC | Static,36,157.16,929.92
2025-10-09,GG-200100,Search - Brand - Exact | iOS | APAC | Video,55,183.27,896.01
2025-10-09,GG-200101,UAC - Value | Android | APAC | UGC,242,926.33,4352.82
2025-10-09,GG-200102,Search - Non-Brand - Broad | iOS | EU | Carousel,104,370.16,1510.25
2025-10-09,GG-200103,UAC - Value | iOS | LATAM | Carousel,97,468.04,2808.24
2025-10-09,GG-200104,Search - Brand - Exact | Android | LATAM | Playables,24,81.27,403.34
2025-10-09,GG-200105,Search - Brand - Exact | iOS | EU | UGC,14,46.37,151.49
2025-10-09,GG-200106,Search - Non-Brand - Broad | iOS | APAC | Static,31,128.7,640.67
2025-10-09,GG-200107,UAC - Value | Android | US | Carousel,48,187.1,973.11
2025-10-09,GG-200108,UAC - Installs | iOS | EU | Static,66,235.53,1012.78
2025-10-09,GG-200109,UAC - Value | iOS | EU | Static,119,480.53,2883.18
2025-10-09,GG-200110,UAC - Value | iOS | APAC | Carousel,90,345.18,1737.29
2025-10-09,GG-200111,UAC - Value | Android | US | UGC,94,437.8,2626.8
2025-10-09,GG-200112,UAC - Installs | Android | EU | Playables,82,337.47,1101.84
2025-10-09,GG-200113,UAC - Value | Android | US | Carousel,141,706.03,3962.95
2025-10-09,GG-200114,Search - Brand - Exact | iOS | LATAM | Playables,31,103.25,384.5
2025-10-09,GG-200115,UAC - Installs | Android | APAC | Static,58,204.97,821.93
2025-10-09,GG-200116,Search - Brand - Exact | iOS | APAC | Carousel,23,69.48,342.74
2025-10-09,GG-200117,Search - Non-Brand - Broad | iOS | US | Playables,15,62.14,160.45
2025-10-09,GG-200118,Search - Brand - Exact | iOS | MENA | Carousel,84,320.49,994.48
2025-10-09,GG-200119,UAC - Installs | iOS | MENA | UGC,103,455.33,2100.89
2025-10-09,GG-200120,UAC - Value | Android | EU | Video,129,564.89,3082.04
2025-10-09,GG-200121,UAC - Installs | iOS | LATAM | Playables,60,168.62,908.52
2025-10-09,GG-200122,UAC - Value | Android | EU | Playables,97,378.68,2272.08
2025-10-09,GG-200123,Search - Non-Brand - Broad | Android | US | Video,33,141.68,469.39
2025-10-09,GG-200124,UAC - Value | iOS | APAC | Playables,71,364.19,1699.67
2025-10-09,GG-200125,Search - Non-Brand - Broad | Android | MENA | Playables,78,232.92,676.4
2025-10-09,GG-200126,Search - Non-Brand - Broad | iOS | MENA | Carousel,33,145.4,544.52
2025-10-09,GG-200127,UAC - Installs | iOS | MENA | Carousel,194,814.0,3627.18
2025-10-09,GG-200128,UAC - Value | iOS | MENA | Carousel,133,590.76,3484.89
2025-10-09,GG-200129,Search - Brand - Exact | Android | LATAM | Carousel,57,207.19,589.66
2025-10-09,GG-200130,Search - Brand - Exact | iOS | MENA | Carousel,43,191.1,542.15
2025-10-09,GG-200131,Search - Non-Brand - Broad | iOS | LATAM | Playables,39,112.2,291.05
2025-10-09,GG-200132,Search - Non-Brand - Broad | Android | MENA | UGC,127,381.88,1779.18
2025-10-09,GG-200133,Search - Brand - Exact | iOS | EU | Static,66,313.96,1308.59
2025-10-09,GG-200134,UAC - Value | Android | EU | Video,141,681.13,4086.78
2025-10-09,GG-200135,UAC - Value | iOS | APAC | Static,105,422.7,1777.45
2025-10-09,GG-200136,UAC - Value | Android | APAC | Playables,54,251.54,1509.24
2025-10-09,GG-200137,Search - Non-Brand - Broad | Android | EU | Playables,27,102.22,298.38
