"ad_date","source","campaign_id","campaign_name","total_impressions","total_clicks","total_spend","total_installs","total_d1_revenue","total_d7_revenue"
"2025-10-07",Facebook Ads,FB-100237,UA - Lookalike - 5% | iOS | US | Video,28744,1400,706.1600,127,609.12,3168.64
"2025-10-09",Facebook Ads,FB-100342,UA - Lookalike - 1% | Android | APAC | UGC,19711,418,111.6500,89,205.88,1104.55
"2025-10-09",Facebook Ads,FB-100091,UA - Lookalike - 1% | iOS | US | Static,16139,372,111.2300,53,197.19,767.66
"2025-10-09",Facebook Ads,FB-100041,UA - Lookalike - 1% | Android | MENA | Static,21188,708,110.4500,95,255.33,982.77
"2025-10-09",Facebook Ads,FB-100264,UA - Retargeting - Value | iOS | LATAM | Video,10694,266,109.5400,33,107.74,515.86
"2025-10-09",Facebook Ads,FB-100013,UA - Prospecting - Broad | iOS | US | Static,13362,233,106.7400,6,22.45,108.79
"2025-10-09",Facebook Ads,FB-100140,UA - Lookalike - 5% | Android | US | Carousel,13869,309,106.4800,27,107.71,499.24
"2025-10-09",Facebook Ads,FB-100148,UA - Retargeting - Value | iOS | LATAM | Carousel,14246,199,104.2800,26,111.03,447.45
"2025-10-09",Facebook Ads,FB-100029,UA - Prospecting - Broad | iOS | MENA | Video,13510,327,103.9200,32,108.95,573.29
"2025-10-09",Facebook Ads,FB-100229,UA - Retargeting - Value | Android | APAC | Video,12614,379,102.9000,70,257.23,1543.38
"2025-10-09",Facebook Ads,FB-100122,UA - Lookalike - 5% | iOS | MENA | Playables,9395,232,101.9900,12,34.94,165.37
"2025-10-09",Facebook Ads,FB-100295,UA - Retargeting - Value | Android | US | Playables,7255,201,100.6000,37,179.38,955.2
"2025-10-09",Facebook Ads,FB-100194,UA - Retargeting - Value | Android | APAC | Video,12911,206,99.8900,33,137.62,795.99
"2025-10-09",Facebook Ads,FB-100020,UA - Retargeting - Value | iOS | LATAM | Video,12804,212,99.6600,46,152.74,819.3
"2025-10-09",Facebook Ads,FB-100133,UA - Lookalike - 5% | Android | LATAM | Carousel,8315,358,99.0900,55,214.4,1010.25
"2025-10-09",Facebook Ads,FB-100147,UA - Retargeting - Value | Android | APAC | Video,11593,251,98.7400,65,254.42,1091.46
"2025-10-09",Facebook Ads,FB-100205,UA - Lookalike - 5% | Android | APAC | Carousel,17887,394,98.2600,40,80.88,263.1
"2025-10-09",Facebook Ads,FB-100301,UA - Retargeting - Value | iOS | US | Carousel,15536,269,97.7000,40,209.09,890.1
"2025-10-09",Facebook Ads,FB-100086,UA - Retargeting - Value | iOS | MENA | Playables,16590,273,94.7600,38,194.7,1000.76
"2025-10-09",Facebook Ads,FB-100270,UA - Lookalike - 5% | iOS | APAC | Carousel,16968,386,93.1000,46,124.21,407.78
"2025-10-09",Facebook Ads,FB-100075,UA - Lookalike - 5% | iOS | LATAM | Static,13131,449,92.1800,39,171.18,808.14
"2025-10-09",Facebook Ads,FB-100012,UA - Retargeting - Value | Android | US | Video,14400,295,91.6600,48,159.65,793.46
"2025-10-09",Facebook Ads,FB-100180,UA - Retargeting - Value | iOS | APAC | Carousel,10904,220,91.6100,30,106.17,445.17
"2025-10-09",Facebook Ads,FB-100233,UA - Prospecting - Broad | iOS | MENA | UGC,11594,418,88.2000,12,33.54,184.34
"2025-10-09",Facebook Ads,FB-100243,UA - Retargeting - Value | Android | APAC | Playables,18196,240,88.1300,43,197.94,889.15
"2025-10-09",Facebook Ads,FB-100321,UA - Prospecting - Broad | iOS | MENA | Carousel,12899,293,87.7800,11,36.91,189.2
"2025-10-09",Facebook Ads,FB-100062,UA - Lookalike - 1% | iOS | EU | Static,8376,182,86.7600,18,86.35,355.33
"2025-10-09",Facebook Ads,FB-100065,UA - Prospecting - Broad | Android | US | Playables,10437,250,86.6700,33,97.55,334.21
"2025-10-09",Facebook Ads,FB-100188,UA - Lookalike - 1% | Android | EU | Static,10319,263,84.9000,19,80.63,367.03
"2025-10-09",Facebook Ads,FB-100085,UA - Prospecting - Broad | Android | EU | Playables,16935,404,84.2700,59,191.0,943.35
"2025-10-09",Facebook Ads,FB-100035,UA - Prospecting - Broad | iOS | APAC | Video,14747,367,83.3100,64,255.18,1376.7
"2025-10-09",Facebook Ads,FB-100275,UA - Retargeting - Value | Android | APAC | Carousel,19967,156,83.2100,14,39.69,238.14
"2025-10-09",Facebook Ads,FB-100117,UA - Retargeting - Value | iOS | APAC | UGC,8221,188,82.1400,27,123.31,607.67
"2025-10-09",Facebook Ads,FB-100099,UA - Prospecting - Broad | Android | MENA | Carousel,13568,311,81.5800,33,115.77,421.52
"2025-10-09",Facebook Ads,FB-100215,UA - Retargeting - Value | Android | MENA | Static,7202,154,80.1400,33,112.3,492.88
"2025-10-09",Facebook Ads,FB-100129,UA - Lookalike - 5% | Android | US | UGC,15084,388,79.5000,36,149.59,703.22
"2025-10-09",Facebook Ads,FB-100327,UA - Prospecting - Broad | iOS | US | UGC,11373,221,78.6800,17,82.08,378.72
"2025-10-09",Facebook Ads,FB-100344,UA - Lookalike - 5% | Android | LATAM | UGC,14696,376,78.0200,75,250.3,1045.0
"2025-10-09",Facebook Ads,FB-100007,UA - Prospecting - Broad | Android | EU | Carousel,14042,383,77.7900,67,280.42,974.18
"2025-10-09",Facebook Ads,FB-100084,UA - Prospecting - Broad | iOS | MENA | Video,10751,241,75.3800,34,105.28,369.64
"2025-10-09",Facebook Ads,FB-100156,UA - Retargeting - Value | iOS | LATAM | UGC,11606,231,74.5000,38,166.19,957.42
"2025-10-09",Facebook Ads,FB-100245,UA - Lookalike - 1% | iOS | US | UGC,10148,289,73.8100,38,118.77,602.64
"2025-10-09",Facebook Ads,FB-100307,UA - Prospecting - Broad | iOS | MENA | Carousel,9439,220,72.1800,16,54.48,258.24
"2025-10-09",Facebook Ads,FB-100190,UA - Lookalike - 5% | Android | EU | Video,13803,345,70.7900,73,193.75,955.58
"2025-10-09",Facebook Ads,FB-100070,UA - Retargeting - Value | Android | LATAM | UGC,14384,140,69.8500,31,97.03,535.31
"2025-10-09",Facebook Ads,FB-100141,UA - Lookalike - 1% | iOS | EU | UGC,7624,192,69.7000,14,66.24,295.36
"2025-10-09",Facebook Ads,FB-100033,UA - Retargeting - Value | iOS | MENA | Playables,10741,132,68.8400,25,111.77,660.34
"2025-10-09",Facebook Ads,FB-100257,UA - Retargeting - Value | iOS | EU | Static,6317,132,66.4200,20,106.42,520.5
"2025-10-09",Facebook Ads,FB-100044,UA - Retargeting - Value | iOS | US | Playables,6140,121,64.9300,20,89.61,415.07
"2025-10-09",Facebook Ads,FB-100074,UA - Retargeting - Value | Android | LATAM | Video,8777,183,64.4700,28,84.18,455.67
"2025-10-09",Facebook Ads,FB-100097,UA - Lookalike - 5% | Android | LATAM | Carousel,15228,395,63.5200,34,91.76,293.82
"2025-10-09",Facebook Ads,FB-100224,UA - Lookalike - 5% | iOS | EU | UGC,10070,231,63.4600,33,127.28,667.07
"2025-10-09",Facebook Ads,FB-100269,UA - Retargeting - Value | Android | EU | Playables,4277,146,59.7300,25,101.59,412.96
"2025-10-09",Facebook Ads,FB-100276,UA - Retargeting - Value | Android | APAC | Video,10974,107,56.9100,24,82.03,366.1
"2025-10-09",Facebook Ads,FB-100287,UA - Retargeting - Value | Android | APAC | Playables,15935,149,54.6500,18,83.58,385.05
"2025-10-09",Facebook Ads,FB-100173,UA - Retargeting - Value | Android | MENA | Static,13198,161,50.8900,31,142.78,697.34
"2025-10-09",Facebook Ads,FB-100067,UA - Retargeting - Value | Android | APAC | Video,9015,170,50.2900,35,162.73,976.38
"2025-10-09",Facebook Ads,FB-100009,UA - Prospecting - Broad | iOS | MENA | Carousel,12453,213,49.9100,10,26.33,114.32
"2025-10-09",Facebook Ads,FB-100092,UA - Retargeting - Value | iOS | EU | Carousel,15009,106,49.8400,7,37.31,214.01
"2025-10-09",Facebook Ads,FB-100305,UA - Retargeting - Value | iOS | US | Playables,14082,89,49.5500,14,71.98,289.07
"2025-10-09",Facebook Ads,FB-100288,UA - Lookalike - 5% | Android | MENA | Carousel,14975,321,48.4400,39,147.34,463.97
"2025-10-09",Facebook Ads,FB-100048,UA - Retargeting - Value | iOS | EU | Playables,8692,95,46.6400,12,51.49,254.26
"2025-10-09",Facebook Ads,FB-100039,UA - Retargeting - Value | Android | APAC | Playables,10398,87,46.4200,20,56.58,339.48
"2025-10-09",Facebook Ads,FB-100240,UA - Retargeting - Value | iOS | APAC | Static,10766,99,44.9300,14,51.16,227.71
"2025-10-09",Facebook Ads,FB-100145,UA - Retargeting - Value | Android | US | Static,10305,78,43.9400,14,59.7,275.1
"2025-10-09",Facebook Ads,FB-100202,UA - Retargeting - Value | iOS | MENA | Video,7261,117,42.2800,10,37.41,163.26
"2025-10-09",Facebook Ads,FB-100000,UA - Retargeting - Value | Android | US | Carousel,12073,70,41.3000,9,38.93,233.58
"2025-10-09",Facebook Ads,FB-100079,UA - Retargeting - Value | iOS | LATAM | Playables,7135,117,40.3100,14,58.46,350.76
"2025-10-09",Facebook Ads,FB-100165,UA - Retargeting - Value | Android | APAC | UGC,10210,86,40.1400,11,43.41,242.4
"2025-10-09",Facebook Ads,FB-100220,UA - Retargeting - Value | Android | APAC | Playables,8739,122,39.3700,24,97.82,580.76
"2025-10-09",Facebook Ads,FB-100022,UA - Retargeting - Value | iOS | EU | Carousel,6336,76,37.7900,8,40.19,208.91
"2025-10-09",Facebook Ads,FB-100206,UA - Retargeting - Value | iOS | LATAM | Video,11161,75,33.9700,12,49.76,240.59
"2025-10-09",Facebook Ads,FB-100034,UA - Prospecting - Broad | Android | LATAM | Static,11103,178,31.8800,8,30.72,158.95
"2025-10-09",Facebook Ads,FB-100338,UA - Retargeting - Value | Android | EU | Carousel,6185,77,27.5800,15,68.18,340.83
"2025-10-09",Facebook Ads,FB-100175,UA - Retargeting - Value | Android | EU | Carousel,13584,75,26.1100,14,72.77,436.62
"2025-10-09",Facebook Ads,FB-100015,UA - Retargeting - Value | Android | LATAM | Carousel,15600,84,24.8500,18,55.82,287.75
"2025-10-09",Facebook Ads,FB-100146,UA - Retargeting - Value | Android | MENA | Static,14953,85,23.4500,9,36.63,196.52
"2025-10-09",Facebook Ads,FB-100241,UA - Retargeting - Value | iOS | MENA | Static,12389,76,23.0100,8,35.84,173.57
"2025-10-09",Facebook Ads,FB-100211,UA - Retargeting - Value | iOS | APAC | Video,9795,52,17.6700,6,29.09,174.54
"2025-10-09",Facebook Ads,FB-100111,UA - Retargeting - Value | iOS | APAC | UGC,9055,49,15.9600,5,22.05,118.94
"2025-10-09",Google Ads,GG-200349,UAC - Installs | Android | US | UGC,31611,1255,813.9900,196,676.89,2032.7
"2025-10-09",Google Ads,GG-200138,UAC - Value | iOS | APAC | Playables,31952,1357,745.2600,164,623.92,3743.52
"2025-10-09",Google Ads,GG-200316,UAC - Value | Android | LATAM | Carousel,33577,1436,732.2200,195,667.78,4006.68
"2025-10-09",Google Ads,GG-200307,UAC - Value | Android | LATAM | Playables,25476,1203,710.6100,226,865.67,4178.59
"2025-10-09",Google Ads,GG-200014,UAC - Installs | Android | EU | Video,23614,1156,662.5000,241,962.24,3912.47
"2025-10-09",Google Ads,GG-200292,UAC - Value | iOS | MENA | Playables,22748,1090,634.0500,115,554.6,3327.6
"2025-10-09",Google Ads,GG-200240,UAC - Installs | Android | US | Playables,38356,1059,578.0000,188,748.15,3871.68
"2025-10-09",Google Ads,GG-200061,UAC - Value | iOS | APAC | Playables,23681,1030,572.6800,193,961.76,4403.9
"2025-10-09",Google Ads,GG-200101,UAC - Value | Android | APAC | UGC,25677,1179,560.1400,242,926.33,4352.82
"2025-10-09",Google Ads,GG-200238,UAC - Value | iOS | US | Playables,16535,818,559.8400,109,555.19,3185.13
"2025-10-09",Google Ads,GG-200287,UAC - Value | Android | MENA | Video,27012,1244,558.6800,162,749.44,3090.69
"2025-10-09",Google Ads,GG-200113,UAC - Value | Android | US | Carousel,38595,926,556.4300,141,706.03,3962.95
"2025-10-09",Google Ads,GG-200024,UAC - Installs | iOS | US | UGC,15518,773,539.2400,155,699.42,3332.74
"2025-10-09",Google Ads,GG-200243,UAC - Installs | Android | EU | Playables,25666,860,533.5400,165,631.79,2914.45
"2025-10-09",Google Ads,GG-200251,UAC - Installs | Android | MENA | UGC,27065,973,531.0600,276,814.26,3704.07
"2025-10-09",Google Ads,GG-200182,UAC - Value | Android | EU | Playables,27845,1355,531.0200,214,892.7,5356.2
"2025-10-09",Google Ads,GG-200222,UAC - Installs | iOS | EU | Playables,15118,719,503.0100,158,759.36,3913.74
"2025-10-09",Google Ads,GG-200315,UAC - Value | iOS | MENA | UGC,31113,792,491.2800,199,788.98,4733.88
"2025-10-09",Google Ads,GG-200092,UAC - Installs | iOS | EU | Playables,16088,723,487.4500,147,499.55,2539.21
"2025-10-09",Google Ads,GG-200169,UAC - Installs | Android | APAC | Carousel,20093,886,472.3300,198,716.7,3832.19
"2025-10-09",Google Ads,GG-200345,UAC - Installs | iOS | EU | Playables,16985,711,472.2500,145,717.11,2451.8
"2025-10-09",Google Ads,GG-200276,UAC - Value | iOS | APAC | Carousel,25285,873,466.4400,148,656.04,2920.69
"2025-10-09",Google Ads,GG-200004,Search - Brand - Exact | iOS | LATAM | Playables,21037,962,465.3200,165,415.27,1984.58
"2025-10-09",Google Ads,GG-200308,Search - Non-Brand - Broad | iOS | EU | UGC,18531,885,452.5900,102,374.45,1011.01
"2025-10-09",Google Ads,GG-200140,UAC - Value | iOS | LATAM | Playables,24024,840,447.3800,106,478.76,2790.69
"2025-10-09",Google Ads,GG-200237,UAC - Value | Android | EU | Playables,19224,786,447.0800,217,905.41,4414.78
"2025-10-09",Google Ads,GG-200150,Search - Non-Brand - Broad | Android | US | Playables,25145,1042,438.3700,137,502.37,2290.3
"2025-10-09",Google Ads,GG-200178,UAC - Installs | Android | MENA | UGC,21868,832,436.8000,126,492.77,1661.13
"2025-10-09",Google Ads,GG-200085,Search - Brand - Exact | Android | EU | Carousel,18102,832,424.2400,88,382.58,1850.16
"2025-10-09",Google Ads,GG-200215,UAC - Installs | iOS | US | UGC,18327,749,423.1100,122,504.4,2381.78
"2025-10-09",Google Ads,GG-200018,UAC - Installs | iOS | US | UGC,21486,784,416.2300,101,401.02,1968.21
"2025-10-09",Google Ads,GG-200160,UAC - Value | iOS | LATAM | UGC,24154,665,400.6600,90,375.61,1505.07
"2025-10-09",Google Ads,GG-200034,Search - Brand - Exact | iOS | MENA | Video,16126,726,395.1600,143,632.06,2982.06
"2025-10-09",Google Ads,GG-200304,UAC - Installs | iOS | LATAM | Video,17430,828,394.2900,102,454.72,1859.35
"2025-10-09",Google Ads,GG-200301,UAC - Installs | Android | EU | Carousel,26143,766,391.8100,130,526.1,1625.12
"2025-10-09",Google Ads,GG-200083,UAC - Value | Android | US | Carousel,17392,835,390.7800,186,735.82,4414.92
"2025-10-09",Google Ads,GG-200280,UAC - Value | Android | APAC | Carousel,17985,668,387.7100,198,687.54,3627.46
"2025-10-09",Google Ads,GG-200224,UAC - Value | iOS | LATAM | Carousel,21368,629,383.4400,120,519.0,2113.89
"2025-10-09",Google Ads,GG-200194,Search - Brand - Exact | Android | EU | Video,25118,861,379.3600,99,292.91,818.68
"2025-10-09",Google Ads,GG-200279,UAC - Installs | iOS | US | Static,15439,567,375.2400,97,306.26,1573.26
"2025-10-09",Google Ads,GG-200067,UAC - Installs | Android | US | Static,19264,612,374.5400,120,429.37,1768.15
"2025-10-09",Google Ads,GG-200269,UAC - Installs | Android | US | Video,19632,615,369.1200,118,305.88,1248.6
"2025-10-09",Google Ads,GG-200257,UAC - Value | iOS | US | Video,13141,651,365.9300,181,742.12,3214.12
"2025-10-09",Google Ads,GG-200045,UAC - Installs | iOS | LATAM | Video,13906,600,365.3400,123,541.05,2491.54
"2025-10-09",Google Ads,GG-200060,UAC - Installs | Android | US | Carousel,20580,572,359.9000,115,365.73,1855.71
"2025-10-09",Google Ads,GG-200081,UAC - Installs | Android | APAC | Video,19203,591,353.6000,116,391.06,1729.66
"2025-10-09",Google Ads,GG-200337,UAC - Value | Android | MENA | Carousel,20817,624,351.2500,144,552.4,2655.94
"2025-10-09",Google Ads,GG-200056,UAC - Value | iOS | LATAM | Static,29823,885,347.1900,156,810.61,3433.74
"2025-10-09",Google Ads,GG-200033,UAC - Value | iOS | APAC | Static,16250,651,345.4900,108,556.21,2417.29
"2025-10-09",Google Ads,GG-200241,UAC - Value | iOS | US | Playables,17837,809,342.2100,104,584.41,3506.46
"2025-10-09",Google Ads,GG-200201,UAC - Value | Android | US | UGC,22886,624,336.4000,110,357.58,2145.48
"2025-10-09",Google Ads,GG-200025,UAC - Installs | Android | MENA | Video,17782,688,335.6100,180,495.31,2452.28
"2025-10-09",Google Ads,GG-200053,UAC - Installs | Android | EU | Carousel,35151,876,333.3200,192,523.24,2551.32
"2025-10-09",Google Ads,GG-200078,UAC - Installs | Android | MENA | Playables,22342,739,331.9600,208,469.87,2015.74
"2025-10-09",Google Ads,GG-200339,UAC - Installs | Android | US | Playables,15355,695,330.6100,179,450.53,2133.71
"2025-10-09",Google Ads,GG-200030,UAC - Installs | Android | APAC | Video,15930,781,329.0400,182,512.44,2433.58
"2025-10-09",Google Ads,GG-200121,UAC - Installs | iOS | LATAM | Playables,21357,546,328.3600,60,168.62,908.52
"2025-10-09",Google Ads,GG-200302,UAC - Value | iOS | APAC | Static,13682,591,324.5800,106,359.06,2154.36
"2025-10-09",Google Ads,GG-200166,Search - Brand - Exact | iOS | US | UGC,11266,553,324.1700,70,266.08,741.3
"2025-10-09",Google Ads,GG-200170,Search - Brand - Exact | iOS | MENA | Playables,18176,848,323.0900,62,162.94,505.28
"2025-10-09",Google Ads,GG-200134,UAC - Value | Android | EU | Video,14306,515,323.0600,141,681.13,4086.78
"2025-10-09",Google Ads,GG-200259,UAC - Value | iOS | US | Carousel,23192,542,321.8400,104,581.35,2553.87
"2025-10-09",Google Ads,GG-200212,UAC - Value | iOS | US | Playables,15459,495,321.7500,64,296.68,1493.49
"2025-10-09",Google Ads,GG-200348,UAC - Installs | iOS | APAC | UGC,23292,800,321.3600,154,656.67,3392.36
"2025-10-09",Google Ads,GG-200294,Search - Non-Brand - Broad | Android | EU | Carousel,13287,587,319.5000,104,348.9,1524.34
"2025-10-09",Google Ads,GG-200263,Search - Non-Brand - Broad | Android | US | Carousel,13197,607,319.2200,114,312.75,1210.03
"2025-10-09",Google Ads,GG-200255,UAC - Value | Android | MENA | Static,15453,663,318.0400,125,464.06,2672.06
"2025-10-09",Google Ads,GG-200320,UAC - Value | Android | MENA | UGC,13336,632,315.9400,163,768.56,3627.6
"2025-10-09",Google Ads,GG-200128,UAC - Value | iOS | MENA | Carousel,23840,791,315.2900,133,590.76,3484.89
"2025-10-09",Google Ads,GG-200310,UAC - Value | Android | APAC | Playables,33710,1002,313.4300,232,650.78,3904.68
"2025-10-09",Google Ads,GG-200223,UAC - Installs | iOS | APAC | UGC,16854,647,310.1700,113,380.99,1297.27
"2025-10-09",Google Ads,GG-200271,UAC - Value | iOS | US | Carousel,12256,505,308.6600,137,784.13,3139.66
"2025-10-09",Google Ads,GG-200173,Search - Brand - Exact | iOS | MENA | Carousel,17189,584,306.1300,32,96.81,299.14
"2025-10-09",Google Ads,GG-200151,UAC - Value | Android | US | Video,16906,731,306.0700,145,526.57,3159.42
"2025-10-09",Google Ads,GG-200021,UAC - Installs | iOS | APAC | Static,16142,553,304.2100,116,321.67,1002.0
"2025-10-09",Google Ads,GG-200132,Search - Non-Brand - Broad | Android | MENA | UGC,19790,686,304.0400,127,381.88,1779.18
"2025-10-09",Google Ads,GG-200266,UAC - Installs | iOS | APAC | Carousel,13669,587,302.3600,76,252.11,1375.51
"2025-10-09",Google Ads,GG-200097,UAC - Value | iOS | EU | Playables,16700,476,300.3100,60,246.28,1220.81
"2025-10-09",Google Ads,GG-200260,UAC - Value | iOS | EU | Carousel,18045,454,299.6900,123,598.28,2710.21
"2025-10-09",Google Ads,GG-200077,UAC - Installs | iOS | US | Carousel,12029,500,299.5500,95,378.57,1648.67
"2025-10-09",Google Ads,GG-200341,UAC - Installs | iOS | LATAM | Carousel,16481,778,299.0600,197,581.41,2837.28
"2025-10-09",Google Ads,GG-200026,UAC - Value | Android | EU | Carousel,14787,563,298.4500,145,755.81,3885.62
"2025-10-09",Google Ads,GG-200049,UAC - Value | Android | EU | Video,18519,633,294.5300,84,390.48,2149.2
"2025-10-09",Google Ads,GG-200303,UAC - Value | iOS | APAC | Video,18027,475,291.8900,114,428.88,2534.68
"2025-10-09",Google Ads,GG-200009,UAC - Value | Android | LATAM | Playables,11766,520,291.8800,124,367.99,1740.96
"2025-10-09",Google Ads,GG-200235,UAC - Value | Android | US | Video,11955,496,291.5500,137,561.7,2453.51
"2025-10-09",Google Ads,GG-200176,UAC - Value | iOS | MENA | Carousel,14022,528,287.2300,110,558.27,3326.17
"2025-10-09",Google Ads,GG-200127,UAC - Installs | iOS | MENA | Carousel,17818,738,284.0600,194,814.0,3627.18
"2025-10-09",Google Ads,GG-200297,Search - Non-Brand - Broad | iOS | EU | Playables,10911,514,282.1900,85,352.58,1156.81
"2025-10-09",Google Ads,GG-200109,UAC - Value | iOS | EU | Static,14131,544,280.5400,119,480.53,2883.18
"2025-10-09",Google Ads,GG-200211,Search - Non-Brand - Broad | Android | EU | Carousel,15721,644,275.8900,107,276.46,1065.2
"2025-10-09",Google Ads,GG-200204,UAC - Installs | iOS | MENA | Playables,16172,727,273.9300,93,253.51,1328.39
"2025-10-09",Google Ads,GG-200016,UAC - Value | iOS | MENA | Static,12050,460,273.9300,108,498.94,2086.57
"2025-10-09",Google Ads,GG-200267,Search - Non-Brand - Broad | Android | EU | Video,20480,603,273.1000,49,194.37,969.13
"2025-10-09",Google Ads,GG-200122,UAC - Value | Android | EU | Playables,20620,667,267.7300,97,378.68,2272.08
"2025-10-09",Google Ads,GG-200347,UAC - Installs | Android | APAC | Playables,12203,524,267.1400,137,542.27,2452.14
"2025-10-09",Google Ads,GG-200195,UAC - Value | iOS | APAC | Playables,15048,709,266.9400,142,582.81,3051.59
"2025-10-09",Google Ads,GG-200317,Search - Brand - Exact | Android | LATAM | Playables,11729,561,264.7900,74,249.59,991.12
"2025-10-09",Google Ads,GG-200290,UAC - Value | Android | LATAM | Static,29232,830,263.5200,178,814.31,4309.33
"2025-10-09",Google Ads,GG-200031,Search - Brand - Exact | Android | US | Carousel,13486,670,262.5700,88,354.43,1747.69
"2025-10-09",Google Ads,GG-200103,UAC - Value | iOS | LATAM | Carousel,13078,549,261.6500,97,468.04,2808.24
"2025-10-09",Google Ads,GG-200219,UAC - Installs | iOS | EU | Carousel,11004,416,260.3300,84,322.77,1168.75
"2025-10-09",Google Ads,GG-200249,UAC - Installs | Android | APAC | UGC,20949,462,259.5500,94,284.67,901.55
"2025-10-09",Google Ads,GG-200305,UAC - Installs | Android | US | Video,12647,535,259.1000,119,468.32,1699.06
"2025-10-09",Google Ads,GG-200040,UAC - Value | Android | EU | Carousel,17431,511,256.8800,114,377.21,2263.26
"2025-10-09",Google Ads,GG-200216,Search - Brand - Exact | Android | MENA | Static,13799,519,256.2300,102,229.32,650.58
"2025-10-09",Google Ads,GG-200120,UAC - Value | Android | EU | Video,20003,529,255.4500,129,564.89,3082.04
"2025-10-09",Google Ads,GG-200019,UAC - Installs | Android | APAC | Playables,18927,744,255.0400,123,310.89,1515.28
"2025-10-09",Google Ads,GG-200233,UAC - Value | iOS | EU | Static,9371,463,252.0600,89,368.62,1547.47
"2025-10-09",Google Ads,GG-200118,Search - Brand - Exact | iOS | MENA | Carousel,11088,493,249.7000,84,320.49,994.48
"2025-10-09",Google Ads,GG-200064,UAC - Value | iOS | US | Video,11987,573,249.6600,104,569.07,2982.5
"2025-10-09",Google Ads,GG-200258,UAC - Value | Android | US | Carousel,19094,511,247.7800,108,522.15,2285.45
"2025-10-09",Google Ads,GG-200329,UAC - Installs | Android | LATAM | Video,16632,485,247.2000,149,304.11,1210.97
"2025-10-09",Google Ads,GG-200039,Search - Brand - Exact | Android | APAC | Playables,11678,577,245.2800,62,157.11,605.5
"2025-10-09",Google Ads,GG-200073,Search - Brand - Exact | iOS | MENA | UGC,19635,568,245.2100,111,400.39,1067.04
"2025-10-09",Google Ads,GG-200196,UAC - Value | iOS | EU | Static,11771,407,245.1400,100,419.83,2437.95
"2025-10-09",Google Ads,GG-200032,Search - Brand - Exact | iOS | EU | Static,14611,620,243.6000,132,533.28,1627.04
"2025-10-09",Google Ads,GG-200179,Search - Brand - Exact | Android | MENA | Video,14359,496,240.9600,75,187.24,857.0
"2025-10-09",Google Ads,GG-200148,UAC - Installs | Android | MENA | Carousel,15398,583,240.6000,79,188.6,965.07
"2025-10-09",Google Ads,GG-200165,UAC - Value | Android | MENA | UGC,22523,726,239.9400,103,351.67,2110.02
"2025-10-09",Google Ads,GG-200159,Search - Brand - Exact | Android | LATAM | Playables,19914,770,239.7000,134,361.28,1160.79
"2025-10-09",Google Ads,GG-200208,UAC - Installs | Android | LATAM | UGC,13271,408,239.4100,104,262.54,1192.19
"2025-10-09",Google Ads,GG-200022,UAC - Value | iOS | APAC | Carousel,15652,652,238.6300,144,667.86,3682.58
"2025-10-09",Google Ads,GG-200274,UAC - Value | iOS | LATAM | Carousel,10962,457,237.3700,80,333.46,1346.84
"2025-10-09",Google Ads,GG-200332,UAC - Installs | Android | LATAM | Playables,12958,485,236.8300,117,416.31,1476.65
"2025-10-09",Google Ads,GG-200149,Search - Non-Brand - Broad | Android | US | Playables,13234,659,233.9400,90,370.88,1609.62
"2025-10-09",Google Ads,GG-200057,UAC - Installs | iOS | LATAM | Playables,12772,360,233.4600,52,156.02,507.69
"2025-10-09",Google Ads,GG-200042,UAC - Installs | iOS | EU | Video,16620,359,233.3900,86,270.91,1265.42
"2025-10-09",Google Ads,GG-200130,Search - Brand - Exact | iOS | MENA | Carousel,22565,802,231.9400,43,191.1,542.15
"2025-10-09",Google Ads,GG-200027,Search - Non-Brand - Broad | Android | APAC | Video,17136,799,230.6700,126,348.79,1702.1
"2025-10-09",Google Ads,GG-200191,UAC - Value | iOS | LATAM | UGC,12639,567,229.0100,80,307.93,1542.11
"2025-10-09",Google Ads,GG-200285,UAC - Value | iOS | APAC | Carousel,11885,494,227.1900,125,544.64,3106.08
"2025-10-09",Google Ads,GG-200055,UAC - Value | iOS | APAC | UGC,22986,610,227.1000,133,502.63,2072.34
"2025-10-09",Google Ads,GG-200110,UAC - Value | iOS | APAC | Carousel,11191,365,226.1900,90,345.18,1737.29
"2025-10-09",Google Ads,GG-200199,Search - Brand - Exact | Android | EU | Video,13329,485,226.0600,110,333.44,1260.07
"2025-10-09",Google Ads,GG-200069,UAC - Installs | Android | APAC | Carousel,19877,480,225.7900,144,563.01,2473.87
"2025-10-09",Google Ads,GG-200256,Search - Brand - Exact | iOS | APAC | Static,10986,496,225.3300,44,181.3,843.95
"2025-10-09",Google Ads,GG-200264,UAC - Installs | iOS | EU | UGC,16607,523,223.7900,64,306.91,1142.63
"2025-10-09",Google Ads,GG-200319,UAC - Installs | iOS | US | Static,19815,509,223.3000,102,378.19,1837.25
"2025-10-09",Google Ads,GG-200331,Search - Brand - Exact | iOS | MENA | UGC,11738,408,222.6000,40,131.29,422.1
"2025-10-09",Google Ads,GG-200129,Search - Brand - Exact | Android | LATAM | Carousel,11287,534,221.9300,57,207.19,589.66
"2025-10-09",Google Ads,GG-200017,Search - Non-Brand - Broad | Android | EU | Static,14669,707,221.9300,168,505.36,1693.46
"2025-10-09",Google Ads,GG-200124,UAC - Value | iOS | APAC | Playables,8368,365,221.4500,71,364.19,1699.67
