date,source,campaign_id,campaign_name,impressions,clicks,spend,installs
2025-10-07,Google Ads,GG-200000,Search - Brand - Exact | iOS | US | Carousel,7247,323,170.38,62
2025-10-08,Google Ads,GG-200273,Search - Non-Brand - Broad | Android | APAC | Static,9763,237,94.28,46
2025-10-08,Google Ads,GG-200274,UAC - Value | iOS | LATAM | Carousel,15126,633,278.71,146
2025-10-08,Google Ads,GG-200275,UAC - Value | Android | US | Static,21918,1087,467.41,307
2025-10-08,Google Ads,GG-200276,UAC - Value | iOS | APAC | Carousel,14265,605,356.89,131
2025-10-08,Google Ads,GG-200277,Search - Non-Brand - Broad | Android | LATAM | Carousel,5673,221,99.58,24
2025-10-08,Google Ads,GG-200278,Search - Non-Brand - Broad | iOS | MENA | Playables,11611,535,289.54,63
2025-10-08,Google Ads,GG-200279,UAC - Installs | iOS | US | Static,12680,420,261.87,92
2025-10-08,Google Ads,GG-200280,UAC - Value | Android | APAC | Carousel,19028,878,466.74,182
2025-10-08,Google Ads,GG-200281,UAC - Value | iOS | APAC | Carousel,20297,566,330.88,103
2025-10-08,Google Ads,GG-200282,Search - Non-Brand - Broad | Android | LATAM | Carousel,21475,506,209.38,46
2025-10-08,Google Ads,GG-200283,UAC - Value | iOS | LATAM | Static,13644,657,420.41,180
2025-10-08,Google Ads,GG-200284,Search - Non-Brand - Broad | iOS | LATAM | UGC,8311,335,161.74,28
2025-10-08,Google Ads,GG-200285,UAC - Value | iOS | APAC | Carousel,14922,550,280.06,64
2025-10-08,Google Ads,GG-200286,Search - Non-Brand - Broad | iOS | US | Playables,12453,308,155.26,48
2025-10-08,Google Ads,GG-200287,UAC - Value | Android | MENA | Video,16738,694,320.77,202
2025-10-08,Google Ads,GG-200288,Search - Brand - Exact | Android | APAC | Carousel,15857,502,178.96,71
2025-10-08,Google Ads,GG-200289,UAC - Installs | iOS | APAC | Static,14123,409,152.35,94
2025-10-08,Google Ads,GG-200290,UAC - Value | Android | LATAM | Static,15079,643,219.97,136
2025-10-08,Google Ads,GG-200291,UAC - Value | iOS | US | UGC,14063,694,359.08,95
2025-10-08,Google Ads,GG-200292,UAC - Value | iOS | MENA | Playables,13042,632,247.81,112
2025-10-08,Google Ads,GG-200293,Search - Brand - Exact | Android | LATAM | Playables,13714,358,86.89,41
2025-10-08,Google Ads,GG-200294,Search - Non-Brand - Broad | Android | EU | Carousel,6180,234,74.81,33
2025-10-08,Google Ads,GG-200295,UAC - Installs | Android | MENA | UGC,15335,377,212.67,97
2025-10-08,Google Ads,GG-200296,Search - Brand - Exact | iOS | US | Video,19228,531,259.18,64
2025-10-08,Google Ads,GG-200297,Search - Non-Brand - Broad | iOS | EU | Playables,11949,413,159.95,57
2025-10-08,Google Ads,GG-200298,UAC - Value | iOS | LATAM | UGC,17960,817,407.19,187
2025-10-08,Google Ads,GG-200299,UAC - Value | Android | LATAM | Video,13824,595,328.86,151
2025-10-08,Google Ads,GG-200300,Search - Brand - Exact | Android | LATAM | UGC,9809,301,61.37,57
2025-10-08,Google Ads,GG-200301,UAC - Installs | Android | EU | Carousel,13337,440,189.07,131
2025-10-08,Google Ads,GG-200302,UAC - Value | iOS | APAC | Static,9757,449,247.08,52
2025-10-08,Google Ads,GG-200303,UAC - Value | iOS | APAC | Video,12484,286,108.25,78
2025-10-08,Google Ads,GG-200304,UAC - Installs | iOS | LATAM | Video,9069,376,136.11,82
2025-10-08,Google Ads,GG-200305,UAC - Installs | Android | US | Video,11370,240,112.7,64
2025-10-08,Google Ads,GG-200306,Search - Non-Brand - Broad | Android | EU | Static,11737,456,159.01,54
2025-10-08,Google Ads,GG-200307,UAC - Value | Android | LATAM | Playables,20851,974,397.0,239
2025-10-08,Google Ads,GG-200308,Search - Non-Brand - Broad | iOS | EU | UGC,10759,440,215.78,79
2025-10-08,Google Ads,GG-200309,Search - Brand - Exact | Android | APAC | UGC,8272,326,137.64,64
2025-10-08,Google Ads,GG-200310,UAC - Value | Android | APAC | Playables,22150,800,433.2,235
2025-10-08,Google Ads,GG-200311,Search - Non-Brand - Broad | iOS | US | Static,11981,272,114.73,42
2025-10-08,Google Ads,GG-200312,Search - Brand - Exact | iOS | US | Playables,12934,389,167.78,43
2025-10-08,Google Ads,GG-200313,Search - Non-Brand - Broad | Android | LATAM | Carousel,8155,209,61.28,32
2025-10-08,Google Ads,GG-200314,UAC - Value | iOS | US | Carousel,18703,416,178.05,96
2025-10-08,Google Ads,GG-200315,UAC - Value | iOS | MENA | UGC,23405,570,257.64,96
2025-10-08,Google Ads,GG-200316,UAC - Value | Android | LATAM | Carousel,15797,694,335.9,204
2025-10-08,Google Ads,GG-200317,Search - Brand - Exact | Android | LATAM | Playables,5489,150,36.98,35
2025-10-08,Google Ads,GG-200318,Search - Non-Brand - Broad | Android | LATAM | Video,12862,427,189.37,40
2025-10-08,Google Ads,GG-200319,UAC - Installs | iOS | US | Static,30463,1050,558.28,214
2025-10-08,Google Ads,GG-200320,UAC - Value | Android | MENA | UGC,11825,440,251.11,86
2025-10-08,Google Ads,GG-200321,UAC - Value | Android | MENA | UGC,16123,710,304.87,136
2025-10-08,Google Ads,GG-200322,Search - Non-Brand - Broad | Android | APAC | Playables,18033,534,239.34,101
2025-10-08,Google Ads,GG-200323,Search - Non-Brand - Broad | Android | APAC | Carousel,14387,683,338.56,130
2025-10-08,Google Ads,GG-200324,Search - Brand - Exact | Android | LATAM | UGC,11716,481,237.08,100
2025-10-08,Google Ads,GG-200325,Search - Non-Brand - Broad | iOS | US | UGC,13893,469,202.33,70
2025-10-08,Google Ads,GG-200326,UAC - Value | Android | APAC | Playables,10385,486,215.3,121
2025-10-08,Google Ads,GG-200327,UAC - Value | iOS | APAC | UGC,17769,502,213.65,131
2025-10-08,Google Ads,GG-200328,Search - Brand - Exact | iOS | EU | Video,10252,326,162.51,33
2025-10-08,Google Ads,GG-200329,UAC - Installs | Android | LATAM | Video,13942,612,276.87,121
2025-10-08,Google Ads,GG-200330,Search - Non-Brand - Broad | Android | MENA | Carousel,20523,443,188.85,75
2025-10-08,Google Ads,GG-200331,Search - Brand - Exact | iOS | MENA | UGC,4971,161,48.04,13
2025-10-08,Google Ads,GG-200332,UAC - Installs | Android | LATAM | Playables,17555,840,435.62,156
2025-10-08,Google Ads,GG-200333,Search - Non-Brand - Broad | Android | APAC | Playables,10407,422,186.31,56
2025-10-08,Google Ads,GG-200334,UAC - Installs | iOS | US | Static,13929,458,217.82,57
2025-10-08,Google Ads,GG-200335,UAC - Installs | Android | APAC | Carousel,20577,811,263.17,167
2025-10-08,Google Ads,GG-200336,Search - Non-Brand - Broad | Android | APAC | Video,16952,686,156.82,48
2025-10-08,Google Ads,GG-200337,UAC - Value | Android | MENA | Carousel,19850,579,312.66,131
2025-10-08,Google Ads,GG-200338,Search - Non-Brand - Broad | Android | MENA | Static,8559,308,151.75,26
2025-10-08,Google Ads,GG-200339,UAC - Installs | Android | US | Playables,12312,311,149.96,85
2025-10-08,Google Ads,GG-200340,Search - Non-Brand - Broad | iOS | MENA | Playables,6367,305,157.53,56
2025-10-08,Google Ads,GG-200341,UAC - Installs | iOS | LATAM | Carousel,17835,414,229.73,87
2025-10-08,Google Ads,GG-200342,Search - Brand - Exact | Android | EU | UGC,14680,442,170.79,80
2025-10-08,Google Ads,GG-200343,Search - Non-Brand - Broad | iOS | EU | Static,15030,602,192.4,55
2025-10-08,Google Ads,GG-200344,UAC - Value | Android | LATAM | Static,17275,375,223.01,79
2025-10-08,Google Ads,GG-200345,UAC - Installs | iOS | EU | Playables,13707,517,338.27,64
2025-10-08,Google Ads,GG-200346,Search - Brand - Exact | iOS | APAC | UGC,8889,379,167.9,37
2025-10-08,Google Ads,GG-200347,UAC - Installs | Android | APAC | Playables,11194,434,182.84,84
2025-10-08,Google Ads,GG-200348,UAC - Installs | iOS | APAC | UGC,10702,373,218.54,59
2025-10-08,Google Ads,GG-200349,UAC - Installs | Android | US | UGC,17393,445,167.68,125
2025-10-09,Google Ads,GG-200000,Search - Brand - Exact | iOS | US | Carousel,9253,408,133.42,69
2025-10-09,Google Ads,GG-200001,UAC - Value | Android | US | Static,8959,212,77.27,62
2025-10-09,Google Ads,GG-200002,Search - Non-Brand - Broad | iOS | MENA | Playables,8352,328,180.33,18
2025-10-09,Google Ads,GG-200003,UAC - Value | iOS | LATAM | Carousel,15254,343,197.22,82
2025-10-09,Google Ads,GG-200004,Search - Brand - Exact | iOS | LATAM | Playables,21037,962,465.32,165
2025-10-09,Google Ads,GG-200005,Search - Brand - Exact | iOS | US | Carousel,16654,437,134.6,82
2025-10-09,Google Ads,GG-200006,Search - Non-Brand - Broad | iOS | LATAM | Carousel,5342,190,48.24,31
2025-10-09,Google Ads,GG-200007,Search - Non-Brand - Broad | iOS | US | Playables,8210,343,187.59,51
2025-10-09,Google Ads,GG-200008,Search - Non-Brand - Broad | iOS | LATAM | UGC,14894,472,204.33,51
2025-10-09,Google Ads,GG-200009,UAC - Value | Android | LATAM | Playables,11766,520,291.88,124
2025-10-09,Google Ads,GG-200010,Search - Brand - Exact | iOS | EU | Playables,10600,321,98.84,23
2025-10-09,Google Ads,GG-200011,Search - Brand - Exact | iOS | MENA | Carousel,15451,382,120.22,58
2025-10-09,Google Ads,GG-200012,Search - Non-Brand - Broad | iOS | LATAM | Static,9369,259,67.57,45
2025-10-09,Google Ads,GG-200013,Search - Non-Brand - Broad | iOS | APAC | Static,11356,547,143.81,61
2025-10-09,Google Ads,GG-200014,UAC - Installs | Android | EU | Video,23614,1156,662.5,252
2025-10-09,Google Ads,GG-200015,Search - Brand - Exact | Android | MENA | Playables,9681,439,211.47,101
2025-10-09,Google Ads,GG-200016,UAC - Value | iOS | MENA | Static,12050,460,273.93,110
2025-10-09,Google Ads,GG-200017,Search - Non-Brand - Broad | Android | EU | Static,14669,707,221.93,164
2025-10-09,Google Ads,GG-200018,UAC - Installs | iOS | US | UGC,21486,784,416.23,100
2025-10-09,Google Ads,GG-200019,UAC - Installs | Android | APAC | Playables,18927,744,255.04,123
2025-10-09,Google Ads,GG-200020,Search - Non-Brand - Broad | iOS | EU | Playables,12973,608,183.31,84
2025-10-09,Google Ads,GG-200021,UAC - Installs | iOS | APAC | Static,16142,553,304.21,112
2025-10-09,Google Ads,GG-200022,UAC - Value | iOS | APAC | Carousel,15652,652,238.63,145
2025-10-09,Google Ads,GG-200023,Search - Non-Brand - Broad | iOS | EU | Static,14123,302,123.97,44
2025-10-09,Google Ads,GG-200024,UAC - Installs | iOS | US | UGC,15518,773,539.24,161
2025-10-09,Google Ads,GG-200025,UAC - Installs | Android | MENA | Video,17782,688,335.61,179
2025-10-09,Google Ads,GG-200026,UAC - Value | Android | EU | Carousel,14787,563,298.45,143
2025-10-09,Google Ads,GG-200027,Search - Non-Brand - Broad | Android | APAC | Video,17136,799,230.67,128
2025-10-09,Google Ads,GG-200028,UAC - Value | iOS | LATAM | Video,15174,350,124.74,68
2025-10-09,Google Ads,GG-200029,UAC - Installs | Android | APAC | Playables,22985,593,209.03,96
2025-10-09,Google Ads,GG-200030,UAC - Installs | Android | APAC | Video,15930,781,329.04,175
2025-10-09,Google Ads,GG-200031,Search - Brand - Exact | Android | US | Carousel,13486,670,262.57,92
2025-10-09,Google Ads,GG-200032,Search - Brand - Exact | iOS | EU | Static,14611,620,243.6,130
2025-10-09,Google Ads,GG-200033,UAC - Value | iOS | APAC | Static,16250,651,345.49,111
2025-10-09,Google Ads,GG-200034,Search - Brand - Exact | iOS | MENA | Video,16126,726,395.16,138
2025-10-09,Google Ads,GG-200035,Search - Non-Brand - Broad | Android | LATAM | Static,7855,184,44.66,34
2025-10-09,Google Ads,GG-200036,Search - Non-Brand - Broad | iOS | US | Carousel,11310,426,173.64,70
2025-10-09,Google Ads,GG-200037,Search - Non-Brand - Broad | iOS | US | Video,8585,270,111.64,32
2025-10-09,Google Ads,GG-200038,Search - Brand - Exact | iOS | MENA | UGC,6988,280,127.6,20
2025-10-09,Google Ads,GG-200039,Search - Brand - Exact | Android | APAC | Playables,11678,577,245.28,65
2025-10-09,Google Ads,GG-200040,UAC - Value | Android | EU | Carousel,17431,511,256.88,120
2025-10-09,Google Ads,GG-200041,Search - Non-Brand - Broad | Android | MENA | Carousel,20889,717,191.51,50
2025-10-09,Google Ads,GG-200042,UAC - Installs | iOS | EU | Video,16620,359,233.39,86
2025-10-09,Google Ads,GG-200043,Search - Brand - Exact | Android | MENA | Playables,10307,457,137.33,107
2025-10-09,Google Ads,GG-200044,UAC - Value | iOS | APAC | Video,9409,267,116.92,56
2025-10-09,Google Ads,GG-200045,UAC - Installs | iOS | LATAM | Video,13906,600,365.34,119
2025-10-09,Google Ads,GG-200046,Search - Brand - Exact | Android | LATAM | Static,10355,321,125.61,37
2025-10-09,Google Ads,GG-200047,UAC - Installs | iOS | EU | Video,13951,442,184.53,119
2025-10-09,Google Ads,GG-200048,UAC - Value | iOS | EU | UGC,12924,311,126.2,76
2025-10-09,Google Ads,GG-200049,UAC - Value | Android | EU | Video,18519,633,294.53,87
2025-10-09,Google Ads,GG-200050,Search - Brand - Exact | Android | LATAM | Static,11574,369,131.81,59
2025-10-09,Google Ads,GG-200051,UAC - Installs | Android | US | Carousel,12802,345,217.76,100
2025-10-09,Google Ads,GG-200052,UAC - Installs | iOS | MENA | UGC,9171,213,109.35,26
2025-10-09,Google Ads,GG-200053,UAC - Installs | Android | EU | Carousel,35151,876,333.32,203
2025-10-09,Google Ads,GG-200054,Search - Brand - Exact | Android | LATAM | Carousel,11561,463,110.98,71
2025-10-09,Google Ads,GG-200055,UAC - Value | iOS | APAC | UGC,22986,610,227.1,136
2025-10-09,Google Ads,GG-200056,UAC - Value | iOS | LATAM | Static,29823,885,347.19,156
2025-10-09,Google Ads,GG-200057,UAC - Installs | iOS | LATAM | Playables,12772,360,233.46,54
2025-10-09,Google Ads,GG-200058,UAC - Value | Android | APAC | Video,14250,345,151.46,91
2025-10-09,Google Ads,GG-200059,UAC - Installs | Android | MENA | Carousel,17329,353,122.99,51
2025-10-09,Google Ads,GG-200060,UAC - Installs | Android | US | Carousel,20580,572,359.9,115
2025-10-09,Google Ads,GG-200061,UAC - Value | iOS | APAC | Playables,23681,1030,572.68,189
2025-10-09,Google Ads,GG-200062,UAC - Value | Android | APAC | Carousel,18848,441,200.48,98
2025-10-09,Google Ads,GG-200063,UAC - Value | Android | LATAM | Playables,13288,493,214.41,126
2025-10-09,Google Ads,GG-200064,UAC - Value | iOS | US | Video,11987,573,249.66,109
2025-10-09,Google Ads,GG-200065,Search - Brand - Exact | iOS | MENA | Static,7703,362,146.79,67
2025-10-09,Google Ads,GG-200066,Search - Brand - Exact | Android | MENA | UGC,9749,387,97.25,41
2025-10-09,Google Ads,GG-200067,UAC - Installs | Android | US | Static,19264,612,374.54,117
2025-10-09,Google Ads,GG-200068,Search - Brand - Exact | iOS | APAC | Playables,12525,464,217.94,64
2025-10-09,Google Ads,GG-200069,UAC - Installs | Android | APAC | Carousel,19877,480,225.79,141
2025-10-09,Google Ads,GG-200070,Search - Non-Brand - Broad | iOS | US | Playables,6008,162,78.89,23
2025-10-09,Google Ads,GG-200071,UAC - Installs | iOS | APAC | Carousel,13503,321,200.82,81
2025-10-09,Google Ads,GG-200072,Search - Non-Brand - Broad | Android | US | Video,12195,402,187.25,77
2025-10-09,Google Ads,GG-200073,Search - Brand - Exact | iOS | MENA | UGC,19635,568,245.21,110
2025-10-09,Google Ads,GG-200074,Search - Non-Brand - Broad | iOS | LATAM | UGC,13325,516,207.59,110
2025-10-09,Google Ads,GG-200075,Search - Brand - Exact | iOS | APAC | Static,11862,269,141.79,24
2025-10-09,Google Ads,GG-200076,Search - Non-Brand - Broad | Android | US | UGC,4517,115,60.97,16
2025-10-09,Google Ads,GG-200077,UAC - Installs | iOS | US | Carousel,12029,500,299.55,94
2025-10-09,Google Ads,GG-200078,UAC - Installs | Android | MENA | Playables,22342,739,331.96,202
2025-10-09,Google Ads,GG-200079,UAC - Installs | iOS | EU | Static,10570,273,190.64,31
2025-10-09,Google Ads,GG-200080,Search - Non-Brand - Broad | Android | US | Static,9350,362,116.27,28
2025-10-09,Google Ads,GG-200081,UAC - Installs | Android | APAC | Video,19203,591,353.6,115
2025-10-09,Google Ads,GG-200082,Search - Non-Brand - Broad | iOS | APAC | Playables,12037,341,140.66,62
2025-10-09,Google Ads,GG-200083,UAC - Value | Android | US | Carousel,17392,835,390.78,192
2025-10-09,Google Ads,GG-200084,UAC - Value | iOS | MENA | UGC,13188,514,200.41,103
2025-10-09,Google Ads,GG-200085,Search - Brand - Exact | Android | EU | Carousel,18102,832,424.24,85
2025-10-09,Google Ads,GG-200086,UAC - Installs | iOS | APAC | Playables,13510,302,167.37,50
2025-10-09,Google Ads,GG-200087,Search - Non-Brand - Broad | Android | MENA | Playables,13369,461,218.61,59
2025-10-09,Google Ads,GG-200088,Search - Brand - Exact | Android | APAC | Playables,6164,164,58.86,33
2025-10-09,Google Ads,GG-200089,UAC - Installs | Android | MENA | Static,11554,405,189.54,79
2025-10-09,Google Ads,GG-200090,Search - Non-Brand - Broad | Android | EU | Carousel,10892,495,171.91,85
2025-10-09,Google Ads,GG-200091,Search - Brand - Exact | iOS | MENA | Carousel,14230,396,99.91,40
2025-10-09,Google Ads,GG-200092,UAC - Installs | iOS | EU | Playables,16088,723,487.45,153
2025-10-09,Google Ads,GG-200093,Search - Brand - Exact | Android | LATAM | Playables,9904,297,80.43,60
2025-10-09,Google Ads,GG-200094,Search - Non-Brand - Broad | Android | MENA | Playables,14355,333,149.28,34
2025-10-09,Google Ads,GG-200095,UAC - Installs | Android | MENA | Playables,19590,517,220.14,131
2025-10-09,Google Ads,GG-200096,Search - Brand - Exact | Android | US | Video,8387,171,74.59,39
2025-10-09,Google Ads,GG-200097,UAC - Value | iOS | EU | Playables,16700,476,300.31,59
2025-10-09,Google Ads,GG-200098,UAC - Installs | Android | APAC | Playables,5085,207,94.62,46
2025-10-09,Google Ads,GG-200099,UAC - Value | iOS | APAC | Static,12112,244,111.83,36
2025-10-09,Google Ads,GG-200100,Search - Brand - Exact | iOS | APAC | Video,5526,265,110.56,54
2025-10-09,Google Ads,GG-200101,UAC - Value | Android | APAC | UGC,25677,1179,560.14,236
2025-10-09,Google Ads,GG-200102,Search - Non-Brand - Broad | iOS | EU | Carousel,11412,469,212.5,101
2025-10-09,Google Ads,GG-200103,UAC - Value | iOS | LATAM | Carousel,13078,549,261.65,94
2025-10-09,Google Ads,GG-200104,Search - Brand - Exact | Android | LATAM | Playables,10157,295,113.37,26
2025-10-09,Google Ads,GG-200105,Search - Brand - Exact | iOS | EU | UGC,15062,312,180.9,15
2025-10-09,Google Ads,GG-200106,Search - Non-Brand - Broad | iOS | APAC | Static,7480,346,94.04,31
2025-10-09,Google Ads,GG-200107,UAC - Value | Android | US | Carousel,11759,276,123.59,50
2025-10-09,Google Ads,GG-200108,UAC - Installs | iOS | EU | Static,9252,303,188.28,68
2025-10-09,Google Ads,GG-200109,UAC - Value | iOS | EU | Static,14131,544,280.54,117
2025-10-09,Google Ads,GG-200110,UAC - Value | iOS | APAC | Carousel,11191,365,226.19,89
2025-10-09,Google Ads,GG-200111,UAC - Value | Android | US | UGC,7817,331,128.73,90
2025-10-09,Google Ads,GG-200112,UAC - Installs | Android | EU | Playables,13728,303,125.9,81
2025-10-09,Google Ads,GG-200113,UAC - Value | Android | US | Carousel,38595,926,556.43,140
2025-10-09,Google Ads,GG-200114,Search - Brand - Exact | iOS | LATAM | Playables,7160,155,73.08,31
2025-10-09,Google Ads,GG-200115,UAC - Installs | Android | APAC | Static,11835,309,143.93,58
2025-10-09,Google Ads,GG-200116,Search - Brand - Exact | iOS | APAC | Carousel,8757,221,67.23,24
2025-10-09,Google Ads,GG-200117,Search - Non-Brand - Broad | iOS | US | Playables,6125,225,85.43,16
2025-10-09,Google Ads,GG-200118,Search - Brand - Exact | iOS | MENA | Carousel,11088,493,249.7,86
2025-10-09,Google Ads,GG-200119,UAC - Installs | iOS | MENA | UGC,17027,392,143.43,101
2025-10-09,Google Ads,GG-200120,UAC - Value | Android | EU | Video,20003,529,255.45,133
2025-10-09,Google Ads,GG-200121,UAC - Installs | iOS | LATAM | Playables,21357,546,328.36,62
2025-10-09,Google Ads,GG-200122,UAC - Value | Android | EU | Playables,20620,667,267.73,98
2025-10-09,Google Ads,GG-200123,Search - Non-Brand - Broad | Android | US | Video,9829,218,74.34,35
2025-10-09,Google Ads,GG-200124,UAC - Value | iOS | APAC | Playables,8368,365,221.45,73
2025-10-09,Google Ads,GG-200125,Search - Non-Brand - Broad | Android | MENA | Playables,22159,524,218.72,77
2025-10-09,Google Ads,GG-200126,Search - Non-Brand - Broad | iOS | MENA | Carousel,8200,168,58.77,33
2025-10-09,Google Ads,GG-200127,UAC - Installs | iOS | MENA | Carousel,17818,738,284.06,193
2025-10-09,Google Ads,GG-200128,UAC - Value | iOS | MENA | Carousel,23840,791,315.29,131
2025-10-09,Google Ads,GG-200129,Search - Brand - Exact | Android | LATAM | Carousel,11287,534,221.93,56
2025-10-09,Google Ads,GG-200130,Search - Brand - Exact | iOS | MENA | Carousel,22565,802,231.94,43
2025-10-09,Google Ads,GG-200131,Search - Non-Brand - Broad | iOS | LATAM | Playables,7812,241,112.98,41
2025-10-09,Google Ads,GG-200132,Search - Non-Brand - Broad | Android | MENA | UGC,19790,686,304.04,128
2025-10-09,Google Ads,GG-200133,Search - Brand - Exact | iOS | EU | Static,11869,393,198.5,65
2025-10-09,Google Ads,GG-200134,UAC - Value | Android | EU | Video,14306,515,323.06,136
2025-10-09,Google Ads,GG-200135,UAC - Value | iOS | APAC | Static,18486,392,139.24,108
2025-10-09,Google Ads,GG-200136,UAC - Value | Android | APAC | Playables,9609,284,124.42,53
2025-10-09,Google Ads,GG-200137,Search - Non-Brand - Broad | Android | EU | Playables,8513,315,166.51,27
2025-10-09,Google Ads,GG-200138,UAC - Value | iOS | APAC | Playables,31952,1357,745.26,170
2025-10-09,Google Ads,GG-200139,UAC - Installs | iOS | EU | UGC,10441,368,153.46,91
2025-10-09,Google Ads,GG-200140,UAC - Value | iOS | LATAM | Playables,24024,840,447.38,108
2025-10-09,Google Ads,GG-200141,UAC - Installs | Android | EU | Carousel,21891,513,203.76,142
2025-10-09,Google Ads,GG-200142,Search - Non-Brand - Broad | Android | LATAM | Carousel,11236,263,113.46,48
2025-10-09,Google Ads,GG-200143,UAC - Installs | iOS | LATAM | UGC,12480,591,214.3,127
2025-10-09,Google Ads,GG-200144,UAC - Value | iOS | LATAM | Video,14821,491,208.48,131
2025-10-09,Google Ads,GG-200145,UAC - Installs | iOS | LATAM | Static,9845,253,117.42,36
2025-10-09,Google Ads,GG-200146,UAC - Installs | Android | LATAM | Video,14450,514,177.28,135
2025-10-09,Google Ads,GG-200147,Search - Non-Brand - Broad | iOS | LATAM | UGC,7809,286,105.36,39
2025-10-09,Google Ads,GG-200148,UAC - Installs | Android | MENA | Carousel,15398,583,240.6,77
2025-10-09,Google Ads,GG-200149,Search - Non-Brand - Broad | Android | US | Playables,13234,659,233.94,88
2025-10-09,Google Ads,GG-200150,Search - Non-Brand - Broad | Android | US | Playables,25145,1042,438.37,134
2025-10-09,Google Ads,GG-200151,UAC - Value | Android | US | Video,16906,731,306.07,151
2025-10-09,Google Ads,GG-200152,Search - Non-Brand - Broad | iOS | APAC | Video,6657,210,100.55,15
2025-10-09,Google Ads,GG-200153,UAC - Value | Android | MENA | Static,14695,621,215.42,95
2025-10-09,Google Ads,GG-200154,UAC - Installs | iOS | APAC | Static,11188,410,177.69,56
2025-10-09,Google Ads,GG-200155,Search - Brand - Exact | iOS | LATAM | Video,7749,174,65.75,26
2025-10-09,Google Ads,GG-200156,Search - Non-Brand - Broad | Android | MENA | Video,4897,113,33.43,26
2025-10-09,Google Ads,GG-200157,UAC - Value | iOS | EU | Video,12840,259,158.09,66
2025-10-09,Google Ads,GG-200158,Search - Brand - Exact | iOS | EU | Carousel,6140,299,140.32,54
2025-10-09,Google Ads,GG-200159,Search - Brand - Exact | Android | LATAM | Playables,19914,770,239.7,131
2025-10-09,Google Ads,GG-200160,UAC - Value | iOS | LATAM | UGC,24154,665,400.66,88
2025-10-09,Google Ads,GG-200161,UAC - Installs | Android | MENA | UGC,8315,177,56.25,26
2025-10-09,Google Ads,GG-200162,Search - Non-Brand - Broad | Android | US | Carousel,13645,441,140.68,64
2025-10-09,Google Ads,GG-200163,Search - Brand - Exact | iOS | LATAM | Static,5894,192,50.46,10
2025-10-09,Google Ads,GG-200164,Search - Non-Brand - Broad | iOS | LATAM | Playables,14540,669,188.99,72
2025-10-09,Google Ads,GG-200165,UAC - Value | Android | MENA | UGC,22523,726,239.94,101
2025-10-09,Google Ads,GG-200166,Search - Brand - Exact | iOS | US | UGC,11266,553,324.17,73
2025-10-09,Google Ads,GG-200167,UAC - Installs | Android | EU | UGC,12876,333,118.28,67
2025-10-09,Google Ads,GG-200168,UAC - Value | Android | US | Carousel,10033,380,189.58,62
2025-10-09,Google Ads,GG-200169,UAC - Installs | Android | APAC | Carousel,20093,886,472.33,206
2025-10-09,Google Ads,GG-200170,Search - Brand - Exact | iOS | MENA | Playables,18176,848,323.09,63
2025-10-09,Google Ads,GG-200171,Search - Brand - Exact | iOS | LATAM | Static,7359,177,89.58,9
2025-10-09,Google Ads,GG-200172,Search - Non-Brand - Broad | Android | APAC | Carousel,23310,904,187.58,73
2025-10-09,Google Ads,GG-200173,Search - Brand - Exact | iOS | MENA | Carousel,17189,584,306.13,32
2025-10-09,Google Ads,GG-200174,Search - Non-Brand - Broad | iOS | LATAM | Playables,10606,473,198.14,79
2025-10-09,Google Ads,GG-200175,Search - Non-Brand - Broad | Android | EU | UGC,7209,212,95.46,40
2025-10-09,Google Ads,GG-200176,UAC - Value | iOS | MENA | Carousel,14022,528,287.23,111
2025-10-09,Google Ads,GG-200177,Search - Non-Brand - Broad | iOS | MENA | Static,9479,340,135.25,29
2025-10-09,Google Ads,GG-200178,UAC - Installs | Android | MENA | UGC,21868,832,436.8,122
2025-10-09,Google Ads,GG-200179,Search - Brand - Exact | Android | MENA | Video,14359,496,240.96,75
2025-10-09,Google Ads,GG-200180,Search - Non-Brand - Broad | Android | MENA | Playables,11527,303,123.23,47
2025-10-09,Google Ads,GG-200181,UAC - Value | Android | LATAM | Playables,11558,270,130.46,72
2025-10-09,Google Ads,GG-200182,UAC - Value | Android | EU | Playables,27845,1355,531.02,225
2025-10-09,Google Ads,GG-200183,Search - Brand - Exact | Android | MENA | UGC,7110,322,74.61,45
2025-10-09,Google Ads,GG-200184,UAC - Value | iOS | EU | Playables,10653,295,193.2,77
2025-10-09,Google Ads,GG-200185,UAC - Value | iOS | MENA | Video,10373,322,180.48,69
2025-10-09,Google Ads,GG-200186,UAC - Installs | iOS | US | UGC,7906,370,157.29,68
2025-10-09,Google Ads,GG-200187,Search - Brand - Exact | Android | EU | Playables,7645,287,96.69,52
2025-10-09,Google Ads,GG-200188,Search - Brand - Exact | Android | APAC | Carousel,7987,222,80.03,21
2025-10-09,Google Ads,GG-200189,Search - Brand - Exact | Android | US | UGC,10115,360,169.63,39
2025-10-09,Google Ads,GG-200190,Search - Non-Brand - Broad | iOS | APAC | Static,14994,327,84.27,46
2025-10-09,Google Ads,GG-200191,UAC - Value | iOS | LATAM | UGC,12639,567,229.01,80
2025-10-09,Google Ads,GG-200192,Search - Non-Brand - Broad | iOS | APAC | Video,10572,507,204.47,68
2025-10-09,Google Ads,GG-200193,UAC - Value | iOS | US | Static,9011,361,205.01,70
2025-10-09,Google Ads,GG-200194,Search - Brand - Exact | Android | EU | Video,25118,861,379.36,99
