date,source,campaign_id,campaign_name,impressions,clicks,spend,installs
2025-10-07,Facebook Ads,FB-100000,UA - Retargeting - Value | Android | US | Carousel,18187,307,181.25,70
2025-10-11,Facebook Ads,FB-100011,UA - Lookalike - 1% | Android | MENA | Carousel,19017,650,185.71,40
2025-10-11,Facebook Ads,FB-100012,UA - Retargeting - Value | Android | US | Video,15583,366,133.0,81
2025-10-11,Facebook Ads,FB-100013,UA - Prospecting - Broad | iOS | US | Static,19792,835,317.55,60
2025-10-11,Facebook Ads,FB-100014,UA - Lookalike - 1% | iOS | LATAM | UGC,13871,590,185.2,24
2025-10-11,Facebook Ads,FB-100015,UA - Retargeting - Value | Android | LATAM | Carousel,11624,282,146.1,55
2025-10-11,Facebook Ads,FB-100016,UA - Retargeting - Value | iOS | US | Playables,7797,237,101.63,20
2025-10-11,Facebook Ads,FB-100017,UA - Lookalike - 5% | Android | EU | UGC,20467,1004,477.7,143
2025-10-11,Facebook Ads,FB-100018,UA - Lookalike - 1% | iOS | MENA | Static,13036,643,289.03,104
2025-10-11,Facebook Ads,FB-100019,UA - Lookalike - 1% | Android | EU | Video,31711,1466,468.83,108
2025-10-11,Facebook Ads,FB-100020,UA - Retargeting - Value | iOS | LATAM | Video,9436,318,101.7,72
2025-10-11,Facebook Ads,FB-100021,UA - Lookalike - 5% | iOS | EU | UGC,31121,971,383.25,124
2025-10-11,Facebook Ads,FB-100022,UA - Retargeting - Value | iOS | EU | Carousel,9728,202,98.98,42
2025-10-11,Facebook Ads,FB-100023,UA - Lookalike - 1% | Android | MENA | Playables,12747,365,118.59,35
2025-10-11,Facebook Ads,FB-100024,UA - Lookalike - 1% | iOS | MENA | UGC,15905,570,177.95,22
2025-10-11,Facebook Ads,FB-100025,UA - Lookalike - 5% | Android | EU | Playables,19605,535,157.08,79
2025-10-11,Facebook Ads,FB-100026,UA - Retargeting - Value | Android | US | Video,8485,85,28.15,19
2025-10-11,Facebook Ads,FB-100027,UA - Prospecting - Broad | Android | APAC | Playables,21478,384,128.45,41
2025-10-11,Facebook Ads,FB-100028,UA - Lookalike - 5% | iOS | APAC | Playables,18662,600,218.64,103
2025-10-11,Facebook Ads,FB-100029,UA - Prospecting - Broad | iOS | MENA | Video,8312,174,83.05,24
2025-10-11,Facebook Ads,FB-100030,UA - Lookalike - 1% | iOS | LATAM | Video,20056,432,111.72,26
2025-10-11,Facebook Ads,FB-100031,UA - Prospecting - Broad | iOS | EU | UGC,22671,810,283.9,111
2025-10-11,Facebook Ads,FB-100032,UA - Prospecting - Broad | iOS | MENA | Static,15606,369,90.77,32
2025-10-11,Facebook Ads,FB-100033,UA - Retargeting - Value | iOS | MENA | Playables,13207,192,91.51,18
2025-10-11,Facebook Ads,FB-100034,UA - Prospecting - Broad | Android | LATAM | Static,18012,550,103.73,101
2025-10-11,Facebook Ads,FB-100035,UA - Prospecting - Broad | iOS | APAC | Video,31989,1313,493.82,67
2025-10-11,Facebook Ads,FB-100036,UA - Prospecting - Broad | iOS | LATAM | Static,38973,1448,618.73,238
2025-10-11,Facebook Ads,FB-100037,UA - Prospecting - Broad | Android | MENA | Video,20984,446,143.97,32
2025-10-11,Facebook Ads,FB-100038,UA - Retargeting - Value | iOS | US | Playables,13410,153,64.72,26
2025-10-11,Facebook Ads,FB-100039,UA - Retargeting - Value | Android | APAC | Playables,12007,180,56.7,21
2025-10-11,Facebook Ads,FB-100040,UA - Lookalike - 5% | iOS | MENA | Playables,9963,251,94.15,25
2025-10-11,Facebook Ads,FB-100041,UA - Lookalike - 1% | Android | MENA | Static,24643,1091,474.8,100
2025-10-11,Facebook Ads,FB-100042,UA - Lookalike - 5% | iOS | LATAM | UGC,30480,862,320.58,119
2025-10-11,Facebook Ads,FB-100043,UA - Prospecting - Broad | Android | EU | Static,12493,320,144.16,17
2025-10-11,Facebook Ads,FB-100044,UA - Retargeting - Value | iOS | US | Playables,6679,146,54.01,22
2025-10-11,Facebook Ads,FB-100045,UA - Prospecting - Broad | Android | US | Video,25885,579,226.91,29
2025-10-11,Facebook Ads,FB-100046,UA - Lookalike - 1% | Android | US | Video,6720,178,57.19,26
2025-10-11,Facebook Ads,FB-100047,UA - Lookalike - 1% | Android | MENA | Static,23871,1188,274.67,213
2025-10-11,Facebook Ads,FB-100048,UA - Retargeting - Value | iOS | EU | Playables,12777,328,205.92,30
2025-10-11,Facebook Ads,FB-100049,UA - Lookalike - 5% | iOS | EU | UGC,27828,839,272.68,66
2025-10-11,Facebook Ads,FB-100050,UA - Lookalike - 5% | Android | US | Video,12393,358,107.97,22
2025-10-11,Facebook Ads,FB-100051,UA - Lookalike - 5% | iOS | APAC | UGC,18146,590,152.81,80
2025-10-11,Facebook Ads,FB-100052,UA - Lookalike - 5% | Android | US | Video,16306,486,206.4,44
2025-10-11,Facebook Ads,FB-100053,UA - Retargeting - Value | iOS | US | Static,8374,225,88.67,37
2025-10-11,Facebook Ads,FB-100054,UA - Retargeting - Value | Android | MENA | UGC,17669,436,163.33,65
2025-10-11,Facebook Ads,FB-100055,UA - Lookalike - 5% | iOS | EU | Carousel,13445,427,206.88,60
2025-10-11,Facebook Ads,FB-100056,UA - Prospecting - Broad | Android | US | UGC,14172,268,58.34,42
2025-10-11,Facebook Ads,FB-100057,UA - Prospecting - Broad | Android | MENA | Video,18079,419,139.99,74
2025-10-11,Facebook Ads,FB-100058,UA - Lookalike - 5% | Android | EU | UGC,26070,736,193.13,53
2025-10-11,Facebook Ads,FB-100059,UA - Prospecting - Broad | iOS | EU | UGC,13132,430,145.94,65
2025-10-11,Facebook Ads,FB-100060,UA - Lookalike - 5% | Android | APAC | Video,26298,1181,235.37,228
2025-10-11,Facebook Ads,FB-100061,UA - Lookalike - 5% | iOS | APAC | Carousel,25590,1138,431.76,123
2025-10-11,Facebook Ads,FB-100062,UA - Lookalike - 1% | iOS | EU | Static,14564,385,191.04,28
2025-10-11,Facebook Ads,FB-100063,UA - Prospecting - Broad | Android | US | Playables,14496,296,95.93,57
2025-10-11,Facebook Ads,FB-100064,UA - Lookalike - 5% | iOS | US | Video,7298,151,68.64,18
2025-10-11,Facebook Ads,FB-100065,UA - Prospecting - Broad | Android | US | Playables,31722,575,182.22,39
2025-10-11,Facebook Ads,FB-100066,UA - Prospecting - Broad | Android | US | Playables,18791,621,260.45,28
2025-10-11,Facebook Ads,FB-100067,UA - Retargeting - Value | Android | APAC | Video,9715,331,104.13,81
2025-10-11,Facebook Ads,FB-100068,UA - Lookalike - 5% | Android | MENA | Video,25931,1136,266.28,216
2025-10-11,Facebook Ads,FB-100069,UA - Lookalike - 1% | iOS | LATAM | Static,16538,361,79.89,37
2025-10-11,Facebook Ads,FB-100070,UA - Retargeting - Value | Android | LATAM | UGC,14329,243,131.85,45
2025-10-11,Facebook Ads,FB-100071,UA - Prospecting - Broad | iOS | APAC | Carousel,14910,234,106.35,30
2025-10-11,Facebook Ads,FB-100072,UA - Prospecting - Broad | Android | APAC | Playables,9412,258,70.98,15
2025-10-11,Facebook Ads,FB-100073,UA - Lookalike - 1% | Android | MENA | Static,17524,388,130.48,22
2025-10-11,Facebook Ads,FB-100074,UA - Retargeting - Value | Android | LATAM | Video,14297,390,135.99,71
2025-10-11,Facebook Ads,FB-100075,UA - Lookalike - 5% | iOS | LATAM | Static,26413,684,224.08,101
2025-10-11,Facebook Ads,FB-100076,UA - Prospecting - Broad | iOS | MENA | Playables,25022,529,192.08,15
2025-10-11,Facebook Ads,FB-100077,UA - Lookalike - 1% | iOS | US | Static,14965,696,339.09,34
2025-10-11,Facebook Ads,FB-100078,UA - Retargeting - Value | Android | US | Playables,9042,266,159.31,37
2025-10-11,Facebook Ads,FB-100079,UA - Retargeting - Value | iOS | LATAM | Playables,5481,180,84.01,32
2025-10-11,Facebook Ads,FB-100080,UA - Lookalike - 5% | iOS | EU | Carousel,11039,325,169.84,61
2025-10-11,Facebook Ads,FB-100081,UA - Lookalike - 5% | iOS | US | Video,20192,668,337.14,61
2025-10-11,Facebook Ads,FB-100082,UA - Lookalike - 1% | iOS | US | Video,26596,1301,339.95,179
2025-10-11,Facebook Ads,FB-100083,UA - Lookalike - 5% | Android | LATAM | Static,24035,753,289.68,165
2025-10-11,Facebook Ads,FB-100084,UA - Prospecting - Broad | iOS | MENA | Video,15829,574,128.98,44
2025-10-11,Facebook Ads,FB-100085,UA - Prospecting - Broad | Android | EU | Playables,20037,881,225.27,45
2025-10-11,Facebook Ads,FB-100086,UA - Retargeting - Value | iOS | MENA | Playables,14095,347,181.1,76
2025-10-11,Facebook Ads,FB-100087,UA - Lookalike - 1% | iOS | EU | Video,17780,740,199.43,111
2025-10-11,Facebook Ads,FB-100088,UA - Retargeting - Value | iOS | US | Carousel,5248,82,38.3,9
2025-10-11,Facebook Ads,FB-100089,UA - Lookalike - 5% | Android | US | Carousel,17911,389,120.9,58
2025-10-11,Facebook Ads,FB-100090,UA - Retargeting - Value | Android | EU | Static,9354,159,65.14,35
2025-10-11,Facebook Ads,FB-100091,UA - Lookalike - 1% | iOS | US | Static,27174,908,424.31,97
2025-10-11,Facebook Ads,FB-100092,UA - Retargeting - Value | iOS | EU | Carousel,10613,174,61.32,12
2025-10-11,Facebook Ads,FB-100093,UA - Lookalike - 5% | Android | APAC | Video,20712,986,180.83,86
2025-10-11,Facebook Ads,FB-100094,UA - Lookalike - 1% | Android | EU | UGC,38879,1081,471.53,148
2025-10-11,Facebook Ads,FB-100095,UA - Prospecting - Broad | iOS | EU | Static,13686,602,327.55,54
2025-10-11,Facebook Ads,FB-100096,UA - Lookalike - 1% | Android | APAC | Carousel,35433,1225,380.85,62
2025-10-11,Facebook Ads,FB-100097,UA - Lookalike - 5% | Android | LATAM | Carousel,17854,422,173.48,68
2025-10-11,Facebook Ads,FB-100098,UA - Lookalike - 1% | iOS | US | Video,19543,398,132.65,34
2025-10-11,Facebook Ads,FB-100099,UA - Prospecting - Broad | Android | MENA | Carousel,21572,706,168.8,28
2025-10-11,Facebook Ads,FB-100100,UA - Lookalike - 1% | Android | MENA | UGC,10840,291,121.35,19
2025-10-11,Facebook Ads,FB-100101,UA - Prospecting - Broad | iOS | APAC | Playables,19510,776,375.35,56
2025-10-11,Facebook Ads,FB-100102,UA - Lookalike - 1% | iOS | MENA | Static,25642,921,220.49,156
2025-10-11,Facebook Ads,FB-100103,UA - Retargeting - Value | Android | APAC | Video,20219,525,235.99,132
2025-10-11,Facebook Ads,FB-100104,UA - Lookalike - 1% | iOS | APAC | Video,16381,782,160.47,33
2025-10-11,Facebook Ads,FB-100105,UA - Lookalike - 1% | iOS | US | Carousel,17592,809,431.2,57
2025-10-11,Facebook Ads,FB-100106,UA - Lookalike - 1% | iOS | LATAM | UGC,19606,925,443.07,69
2025-10-11,Facebook Ads,FB-100107,UA - Lookalike - 5% | Android | EU | UGC,13175,553,214.9,79
2025-10-11,Facebook Ads,FB-100108,UA - Lookalike - 1% | Android | MENA | Playables,24738,780,293.9,104
2025-10-11,Facebook Ads,FB-100109,UA - Lookalike - 1% | iOS | MENA | Video,15947,641,171.92,80
2025-10-11,Facebook Ads,FB-100110,UA - Lookalike - 1% | iOS | EU | UGC,22166,1045,400.65,196
2025-10-11,Facebook Ads,FB-100111,UA - Retargeting - Value | iOS | APAC | UGC,7335,163,64.5,20
2025-10-11,Facebook Ads,FB-100112,UA - Lookalike - 1% | iOS | EU | Video,12985,531,136.1,84
2025-10-11,Facebook Ads,FB-100113,UA - Lookalike - 1% | iOS | US | Static,24747,806,434.76,101
2025-10-11,Facebook Ads,FB-100114,UA - Prospecting - Broad | Android | EU | Static,9644,268,83.94,43
2025-10-11,Facebook Ads,FB-100115,UA - Prospecting - Broad | Android | EU | UGC,16648,475,133.95,54
2025-10-11,Facebook Ads,FB-100116,UA - Retargeting - Value | iOS | APAC | Playables,5707,100,46.8,12
2025-10-11,Facebook Ads,FB-100117,UA - Retargeting - Value | iOS | APAC | UGC,17084,410,185.98,42
2025-10-11,Facebook Ads,FB-100118,UA - Lookalike - 5% | Android | US | Video,15153,425,143.61,81
2025-10-11,Facebook Ads,FB-100119,UA - Lookalike - 5% | Android | EU | Playables,15739,697,250.57,114
2025-10-11,Facebook Ads,FB-100120,UA - Prospecting - Broad | Android | MENA | Static,19848,754,175.08,88
2025-10-11,Facebook Ads,FB-100121,UA - Lookalike - 1% | iOS | EU | UGC,26796,734,375.73,96
2025-10-11,Facebook Ads,FB-100122,UA - Lookalike - 5% | iOS | MENA | Playables,23180,483,121.81,55
2025-10-11,Facebook Ads,FB-100123,UA - Lookalike - 5% | iOS | EU | UGC,12156,377,101.19,75
2025-10-11,Facebook Ads,FB-100124,UA - Lookalike - 5% | iOS | EU | Carousel,13898,427,226.01,74
2025-10-11,Facebook Ads,FB-100125,UA - Prospecting - Broad | Android | LATAM | UGC,26939,828,180.42,72
2025-10-11,Facebook Ads,FB-100126,UA - Lookalike - 1% | iOS | EU | Carousel,23867,919,254.75,52
2025-10-11,Facebook Ads,FB-100127,UA - Retargeting - Value | iOS | MENA | Video,21977,656,201.98,55
2025-10-11,Facebook Ads,FB-100128,UA - Retargeting - Value | Android | EU | UGC,18598,422,240.54,65
2025-10-11,Facebook Ads,FB-100129,UA - Lookalike - 5% | Android | US | UGC,28439,906,449.29,171
2025-10-11,Facebook Ads,FB-100130,UA - Lookalike - 5% | iOS | MENA | UGC,18268,390,140.2,73
2025-10-11,Facebook Ads,FB-100131,UA - Lookalike - 5% | Android | EU | UGC,24256,554,208.03,37
2025-10-11,Facebook Ads,FB-100132,UA - Lookalike - 5% | Android | MENA | UGC,21289,479,80.71,28
2025-10-11,Facebook Ads,FB-100133,UA - Lookalike - 5% | Android | LATAM | Carousel,31712,1043,274.31,84
2025-10-11,Facebook Ads,FB-100134,UA - Retargeting - Value | iOS | MENA | Playables,10903,296,120.24,50
2025-10-11,Facebook Ads,FB-100135,UA - Lookalike - 5% | iOS | EU | Carousel,15789,700,204.96,21
2025-10-11,Facebook Ads,FB-100136,UA - Lookalike - 1% | iOS | US | UGC,20054,450,164.47,61
2025-10-11,Facebook Ads,FB-100137,UA - Retargeting - Value | iOS | EU | UGC,19947,270,125.04,39
2025-10-11,Facebook Ads,FB-100138,UA - Prospecting - Broad | Android | APAC | Playables,17467,757,193.64,117
2025-10-11,Facebook Ads,FB-100139,UA - Lookalike - 5% | Android | APAC | Static,12220,409,122.58,87
2025-10-11,Facebook Ads,FB-100140,UA - Lookalike - 5% | Android | US | Carousel,15052,644,141.74,35
2025-10-11,Facebook Ads,FB-100141,UA - Lookalike - 1% | iOS | EU | UGC,11649,459,180.39,18
2025-10-11,Facebook Ads,FB-100142,UA - Lookalike - 5% | iOS | APAC | Carousel,20634,830,263.28,113
2025-10-11,Facebook Ads,FB-100143,UA - Prospecting - Broad | iOS | US | UGC,20153,801,352.28,43
2025-10-11,Facebook Ads,FB-100144,UA - Prospecting - Broad | Android | LATAM | Static,22765,447,183.58,46
2025-10-11,Facebook Ads,FB-100145,UA - Retargeting - Value | Android | US | Static,15848,254,93.01,44
2025-10-11,Facebook Ads,FB-100146,UA - Retargeting - Value | Android | MENA | Static,13054,432,139.75,99
2025-10-11,Facebook Ads,FB-100147,UA - Retargeting - Value | Android | APAC | Video,13837,303,139.11,72
2025-10-11,Facebook Ads,FB-100148,UA - Retargeting - Value | iOS | LATAM | Carousel,7324,174,96.64,23
2025-10-11,Facebook Ads,FB-100149,UA - Prospecting - Broad | Android | EU | Carousel,21585,670,185.86,82
2025-10-11,Facebook Ads,FB-100150,UA - Lookalike - 5% | Android | LATAM | Playables,18387,911,381.44,187
2025-10-11,Facebook Ads,FB-100151,UA - Retargeting - Value | iOS | EU | Video,12694,317,113.83,43
2025-10-11,Facebook Ads,FB-100152,UA - Prospecting - Broad | Android | LATAM | Playables,20978,813,175.69,155
2025-10-11,Facebook Ads,FB-100153,UA - Lookalike - 5% | Android | LATAM | Playables,28033,795,344.16,69
2025-10-11,Facebook Ads,FB-100154,UA - Lookalike - 1% | iOS | US | Playables,14135,677,247.65,74
2025-10-11,Facebook Ads,FB-100155,UA - Prospecting - Broad | Android | APAC | UGC,23378,763,151.0,66
2025-10-11,Facebook Ads,FB-100156,UA - Retargeting - Value | iOS | LATAM | UGC,14103,335,132.16,78
2025-10-11,Facebook Ads,FB-100157,UA - Lookalike - 1% | iOS | EU | Playables,21887,689,364.21,121
2025-10-11,Facebook Ads,FB-100158,UA - Lookalike - 1% | iOS | APAC | UGC,18889,874,361.22,52
2025-10-11,Facebook Ads,FB-100159,UA - Lookalike - 1% | iOS | EU | Video,9973,383,162.89,25
2025-10-11,Facebook Ads,FB-100160,UA - Lookalike - 5% | iOS | EU | UGC,19993,662,320.94,61
2025-10-11,Facebook Ads,FB-100161,UA - Lookalike - 1% | iOS | US | UGC,20174,943,366.26,186
2025-10-11,Facebook Ads,FB-100162,UA - Lookalike - 1% | Android | APAC | Static,18085,548,163.19,80
2025-10-11,Facebook Ads,FB-100163,UA - Lookalike - 1% | iOS | LATAM | Carousel,13561,482,197.33,18
2025-10-11,Facebook Ads,FB-100164,UA - Prospecting - Broad | Android | MENA | Static,21855,692,278.39,138
2025-10-11,Facebook Ads,FB-100165,UA - Retargeting - Value | Android | APAC | UGC,15657,381,195.91,79
2025-10-11,Facebook Ads,FB-100166,UA - Prospecting - Broad | iOS | APAC | UGC,33565,995,427.65,95
2025-10-11,Facebook Ads,FB-100167,UA - Lookalike - 5% | Android | LATAM | Static,26996,653,267.01,141
2025-10-11,Facebook Ads,FB-100168,UA - Lookalike - 1% | Android | LATAM | Playables,40823,1827,288.85,386
2025-10-11,Facebook Ads,FB-100169,UA - Lookalike - 1% | iOS | MENA | Playables,16907,486,231.04,25
2025-10-11,Facebook Ads,FB-100170,UA - Lookalike - 1% | iOS | MENA | Carousel,24459,645,293.28,93
2025-10-11,Facebook Ads,FB-100171,UA - Lookalike - 1% | iOS | LATAM | Carousel,51114,2461,1002.61,327
2025-10-11,Facebook Ads,FB-100172,UA - Lookalike - 1% | Android | US | Static,20048,602,242.73,92
2025-10-11,Facebook Ads,FB-100173,UA - Retargeting - Value | Android | MENA | Static,13176,118,49.41,18
2025-10-11,Facebook Ads,FB-100174,UA - Lookalike - 1% | Android | APAC | Carousel,23482,653,170.37,128
2025-10-11,Facebook Ads,FB-100175,UA - Retargeting - Value | Android | EU | Carousel,14609,434,256.36,103
2025-10-11,Facebook Ads,FB-100176,UA - Prospecting - Broad | iOS | EU | Carousel,20769,872,405.13,150
2025-10-11,Facebook Ads,FB-100177,UA - Prospecting - Broad | Android | LATAM | Video,22092,962,356.04,132
2025-10-11,Facebook Ads,FB-100178,UA - Prospecting - Broad | iOS | EU | UGC,14948,251,80.97,19
2025-10-11,Facebook Ads,FB-100179,UA - Lookalike - 5% | Android | MENA | Carousel,18008,475,118.32,65
2025-10-11,Facebook Ads,FB-100180,UA - Retargeting - Value | iOS | APAC | Carousel,7728,120,37.8,9
2025-10-11,Facebook Ads,FB-100181,UA - Prospecting - Broad | Android | LATAM | UGC,19019,816,215.75,94
2025-10-11,Facebook Ads,FB-100182,UA - Prospecting - Broad | Android | APAC | UGC,43070,1431,281.05,169
2025-10-11,Facebook Ads,FB-100183,UA - Lookalike - 1% | Android | EU | Static,24216,867,318.71,147
2025-10-11,Facebook Ads,FB-100184,UA - Lookalike - 5% | Android | EU | Video,11610,379,166.61,81
2025-10-11,Facebook Ads,FB-100185,UA - Lookalike - 5% | Android | MENA | UGC,36053,1620,456.19,240
2025-10-11,Facebook Ads,FB-100186,UA - Lookalike - 5% | iOS | LATAM | Playables,12668,269,79.7,9
2025-10-11,Facebook Ads,FB-100187,UA - Prospecting - Broad | iOS | MENA | Playables,19891,450,176.9,14
2025-10-11,Facebook Ads,FB-100188,UA - Lookalike - 1% | Android | EU | Static,15376,746,370.17,110
2025-10-11,Facebook Ads,FB-100189,UA - Retargeting - Value | Android | EU | Static,11699,114,47.89,13
2025-10-11,Facebook Ads,FB-100190,UA - Lookalike - 5% | Android | EU | Video,17546,524,232.81,108
2025-10-11,Facebook Ads,FB-100191,UA - Lookalike - 1% | iOS | MENA | UGC,16994,342,158.18,22
2025-10-11,Facebook Ads,FB-100192,UA - Lookalike - 1% | Android | EU | Carousel,27177,934,294.49,140
2025-10-11,Facebook Ads,FB-100193,UA - Lookalike - 1% | iOS | US | Static,14199,555,273.78,83
2025-10-11,Facebook Ads,FB-100194,UA - Retargeting - Value | Android | APAC | Video,17809,606,152.29,110
2025-10-11,Facebook Ads,FB-100195,UA - Prospecting - Broad | Android | LATAM | Static,15829,672,287.08,41
2025-10-11,Facebook Ads,FB-100196,UA - Lookalike - 1% | Android | EU | Carousel,24462,1013,253.35,133
2025-10-11,Facebook Ads,FB-100197,UA - Lookalike - 1% | iOS | US | UGC,12036,513,146.87,81
2025-10-11,Facebook Ads,FB-100198,UA - Lookalike - 5% | iOS | LATAM | Playables,11810,374,74.91,49
2025-10-11,Facebook Ads,FB-100199,UA - Prospecting - Broad | iOS | US | Playables,17032,280,81.9,46
2025-10-11,Facebook Ads,FB-100200,UA - Lookalike - 1% | iOS | LATAM | Playables,19887,428,180.49,48
2025-10-11,Facebook Ads,FB-100201,UA - Prospecting - Broad | Android | US | Static,30133,536,206.74,105
2025-10-11,Facebook Ads,FB-100202,UA - Retargeting - Value | iOS | MENA | Video,7350,60,24.56,10
2025-10-11,Facebook Ads,FB-100203,UA - Lookalike - 1% | iOS | MENA | UGC,14060,452,95.91,60
2025-10-11,Facebook Ads,FB-100204,UA - Lookalike - 5% | Android | MENA | UGC,18566,381,138.68,28
2025-10-11,Facebook Ads,FB-100205,UA - Lookalike - 5% | Android | APAC | Carousel,25877,1283,338.71,219
2025-10-11,Facebook Ads,FB-100206,UA - Retargeting - Value | iOS | LATAM | Video,10655,81,26.15,9
2025-10-11,Facebook Ads,FB-100207,UA - Lookalike - 1% | iOS | APAC | UGC,15011,463,132.14,66
2025-10-11,Facebook Ads,FB-100208,UA - Lookalike - 5% | iOS | MENA | Video,19927,447,216.08,16
2025-10-11,Facebook Ads,FB-100209,UA - Lookalike - 1% | Android | LATAM | Carousel,12604,565,110.4,29
2025-10-11,Facebook Ads,FB-100210,UA - Prospecting - Broad | Android | APAC | Playables,14509,331,96.19,32
2025-10-11,Facebook Ads,FB-100211,UA - Retargeting - Value | iOS | APAC | Video,10215,118,45.63,18
2025-10-11,Facebook Ads,FB-100212,UA - Lookalike - 5% | iOS | MENA | UGC,19901,638,236.7,107
2025-10-11,Facebook Ads,FB-100213,UA - Retargeting - Value | Android | EU | Carousel,16403,536,319.19,83
2025-10-11,Facebook Ads,FB-100214,UA - Prospecting - Broad | iOS | APAC | UGC,20520,887,430.11,122
2025-10-11,Facebook Ads,FB-100215,UA - Retargeting - Value | Android | MENA | Static,13040,369,107.97,57
2025-10-11,Facebook Ads,FB-100216,UA - Lookalike - 5% | iOS | MENA | Video,23582,945,271.21,34
2025-10-11,Facebook Ads,FB-100217,UA - Lookalike - 5% | Android | EU | Video,32117,778,283.04,126
2025-10-11,Facebook Ads,FB-100218,UA - Lookalike - 1% | Android | EU | UGC,22949,475,204.11,46
2025-10-11,Facebook Ads,FB-100219,UA - Lookalike - 5% | iOS | APAC | UGC,18113,880,229.59,34
2025-10-11,Facebook Ads,FB-100220,UA - Retargeting - Value | Android | APAC | Playables,10777,265,83.5,50
2025-10-11,Facebook Ads,FB-100221,UA - Retargeting - Value | iOS | EU | Playables,15786,121,44.47,23
2025-10-11,Facebook Ads,FB-100222,UA - Lookalike - 1% | Android | LATAM | UGC,20657,736,270.92,138
2025-10-11,Facebook Ads,FB-100223,UA - Lookalike - 1% | iOS | US | Carousel,27730,698,309.28,133
2025-10-11,Facebook Ads,FB-100224,UA - Lookalike - 5% | iOS | EU | UGC,7950,339,148.31,13
2025-10-11,Facebook Ads,FB-100225,UA - Lookalike - 5% | iOS | LATAM | Playables,14192,377,125.54,38
2025-10-11,Facebook Ads,FB-100226,UA - Retargeting - Value | iOS | LATAM | Static,12135,347,112.67,82
2025-10-11,Facebook Ads,FB-100227,UA - Prospecting - Broad | iOS | EU | UGC,15575,632,322.07,74
2025-10-11,Facebook Ads,FB-100228,UA - Lookalike - 5% | iOS | APAC | UGC,19328,892,422.27,60
2025-10-11,Facebook Ads,FB-100229,UA - Retargeting - Value | Android | APAC | Video,6428,221,100.4,55
2025-10-11,Facebook Ads,FB-100230,UA - Prospecting - Broad | iOS | US | UGC,11865,250,96.1,26
2025-10-11,Facebook Ads,FB-100231,UA - Lookalike - 5% | iOS | US | Static,13641,323,110.63,46
2025-10-11,Facebook Ads,FB-100232,UA - Lookalike - 1% | Android | US | UGC,27563,1177,272.12,221
2025-10-11,Facebook Ads,FB-100233,UA - Prospecting - Broad | iOS | MENA | UGC,11053,330,105.4,56
2025-10-11,Facebook Ads,FB-100234,UA - Lookalike - 1% | iOS | MENA | UGC,14356,521,245.81,74
2025-10-11,Facebook Ads,FB-100235,UA - Prospecting - Broad | iOS | MENA | Video,18613,712,279.1,69
2025-10-11,Facebook Ads,FB-100236,UA - Prospecting - Broad | Android | LATAM | Static,12744,508,154.69,69
2025-10-11,Facebook Ads,FB-100237,UA - Lookalike - 5% | iOS | US | Video,20841,1010,552.37,86
2025-10-11,Facebook Ads,FB-100238,UA - Prospecting - Broad | Android | LATAM | Video,25251,840,242.84,116
2025-10-11,Facebook Ads,FB-100239,UA - Lookalike - 1% | iOS | US | Carousel,13564,326,114.88,36
2025-10-11,Facebook Ads,FB-100240,UA - Retargeting - Value | iOS | APAC | Static,13523,77,42.47,17
2025-10-11,Facebook Ads,FB-100241,UA - Retargeting - Value | iOS | MENA | Static,8455,49,15.76,9
2025-10-11,Facebook Ads,FB-100242,UA - Lookalike - 5% | Android | US | Playables,31824,951,347.5,78
2025-10-11,Facebook Ads,FB-100243,UA - Retargeting - Value | Android | APAC | Playables,8592,287,102.09,45
2025-10-11,Facebook Ads,FB-100244,UA - Lookalike - 5% | Android | APAC | Carousel,13263,387,107.82,23
2025-10-11,Facebook Ads,FB-100245,UA - Lookalike - 1% | iOS | US | UGC,10393,396,130.13,51
2025-10-11,Facebook Ads,FB-100246,UA - Lookalike - 1% | Android | US | UGC,24372,954,474.81,149
2025-10-11,Facebook Ads,FB-100247,UA - Lookalike - 5% | iOS | APAC | Carousel,12559,257,59.24,46
2025-10-11,Facebook Ads,FB-100248,UA - Lookalike - 5% | iOS | EU | UGC,12177,423,127.45,66
2025-10-11,Facebook Ads,FB-100249,UA - Lookalike - 1% | Android | EU | UGC,26978,660,167.84,58
2025-10-11,Facebook Ads,FB-100250,UA - Lookalike - 5% | iOS | LATAM | Video,17097,428,90.99,69
2025-10-11,Facebook Ads,FB-100251,UA - Prospecting - Broad | iOS | US | Playables,15466,608,295.24,105
2025-10-11,Facebook Ads,FB-100252,UA - Lookalike - 1% | iOS | LATAM | Static,20289,551,266.46,85
2025-10-11,Facebook Ads,FB-100253,UA - Lookalike - 1% | Android | EU | Playables,13803,480,208.61,31
2025-10-11,Facebook Ads,FB-100254,UA - Lookalike - 1% | Android | US | Video,15504,729,294.15,149
2025-10-11,Facebook Ads,FB-100255,UA - Lookalike - 1% | iOS | US | Playables,11898,413,129.06,57
2025-10-11,Facebook Ads,FB-100256,UA - Lookalike - 1% | Android | US | Carousel,18925,750,351.68,161
2025-10-11,Facebook Ads,FB-100257,UA - Retargeting - Value | iOS | EU | Static,8567,174,95.68,37
2025-10-11,Facebook Ads,FB-100258,UA - Lookalike - 1% | iOS | MENA | Playables,24507,1171,464.3,223
2025-10-11,Facebook Ads,FB-100259,UA - Lookalike - 1% | Android | LATAM | UGC,13210,349,154.82,66
