"ad_date","source","campaign_id","campaign_name","total_impressions","total_clicks","total_spend","total_installs","total_d1_revenue","total_d7_revenue"
"2025-10-06",Facebook Ads,FB-100237,UA - Lookalike - 5% | iOS | US | Video,28744,1400,1412.3200,127,39.94,158.24
"2025-10-07",Facebook Ads,FB-100145,UA - Retargeting - Value | Android | US | Static,14575,132,112.0300,27,6.29,20.44
"2025-10-07",Facebook Ads,FB-100101,UA - Prospecting - Broad | iOS | APAC | Playables,9791,179,108.1300,20,6.11,20.44
"2025-10-07",Facebook Ads,FB-100326,UA - Retargeting - Value | Android | EU | UGC,14398,125,105.3800,10,3.08,9.55
"2025-10-07",Facebook Ads,FB-100088,UA - Retargeting - Value | iOS | US | Carousel,17661,89,104.3300,12,4.22,12.88
"2025-10-07",Facebook Ads,FB-100219,UA - Lookalike - 5% | iOS | APAC | UGC,7553,237,102.5700,21,2.89,6.96
"2025-10-07",Facebook Ads,FB-100288,UA - Lookalike - 5% | Android | MENA | Carousel,15953,329,102.2200,60,3.07,9.59
"2025-10-07",Facebook Ads,FB-100054,UA - Retargeting - Value | Android | MENA | UGC,6856,192,101.7200,23,5.79,28.7
"2025-10-07",Facebook Ads,FB-100285,UA - Prospecting - Broad | Android | APAC | Playables,10758,229,98.5800,30,8.6,32.81
"2025-10-07",Facebook Ads,FB-100125,UA - Prospecting - Broad | Android | LATAM | UGC,11930,210,95.3600,33,2.68,7.5
"2025-10-07",Facebook Ads,FB-100241,UA - Retargeting - Value | iOS | MENA | Static,12833,88,91.0900,17,2.61,8.93
"2025-10-07",Facebook Ads,FB-100279,UA - Retargeting - Value | Android | MENA | Static,15898,158,90.6100,32,6.13,25.7
"2025-10-07",Facebook Ads,FB-100033,UA - Retargeting - Value | iOS | MENA | Playables,7080,78,89.2900,11,2.76,9.64
"2025-10-07",Facebook Ads,FB-100116,UA - Retargeting - Value | iOS | APAC | Playables,9312,88,86.5500,8,1.59,5.73
"2025-10-07",Facebook Ads,FB-100134,UA - Retargeting - Value | iOS | MENA | Playables,6736,115,85.9700,9,2.65,8.73
"2025-10-07",Facebook Ads,FB-100287,UA - Retargeting - Value | Android | APAC | Playables,8425,166,79.3600,21,4.06,17.06
"2025-10-07",Facebook Ads,FB-100338,UA - Retargeting - Value | Android | EU | Carousel,9763,84,75.6700,14,3.86,15.57
"2025-10-07",Facebook Ads,FB-100220,UA - Retargeting - Value | Android | APAC | Playables,8485,127,75.4000,13,1.73,5.23
"2025-10-07",Facebook Ads,FB-100269,UA - Retargeting - Value | Android | EU | Playables,15798,118,75.0800,11,3.48,11.21
"2025-10-07",Facebook Ads,FB-100020,UA - Retargeting - Value | iOS | LATAM | Video,14667,78,73.5200,18,5.7,19.69
"2025-10-07",Facebook Ads,FB-100173,UA - Retargeting - Value | Android | MENA | Static,8921,71,72.0700,12,2.38,10.76
"2025-10-07",Facebook Ads,FB-100194,UA - Retargeting - Value | Android | APAC | Video,16754,126,67.2200,28,7.95,28.74
"2025-10-07",Facebook Ads,FB-100044,UA - Retargeting - Value | iOS | US | Playables,14649,78,63.4900,10,2.99,14.31
"2025-10-07",Facebook Ads,FB-100079,UA - Retargeting - Value | iOS | LATAM | Playables,5120,57,56.9400,9,1.28,5.1
"2025-10-07",Facebook Ads,FB-100215,UA - Retargeting - Value | Android | MENA | Static,8672,88,48.0700,12,3.81,14.89
"2025-10-07",Facebook Ads,FB-100295,UA - Retargeting - Value | Android | US | Playables,6947,44,32.2300,5,1.49,5.6
"2025-10-07",Google Ads,GG-200240,UAC - Installs | Android | US | Playables,39712,1666,1906.9000,468,99.92,332.13
"2025-10-07",Google Ads,GG-200120,UAC - Value | Android | EU | Video,29405,1131,1352.1100,177,27.97,96.02
"2025-10-07",Google Ads,GG-200059,UAC - Installs | Android | MENA | Carousel,30927,1243,1180.2300,297,40.21,97.95
"2025-10-07",Google Ads,GG-200039,Search - Brand - Exact | Android | APAC | Playables,31797,1081,1076.2400,123,14.78,48.26
"2025-10-07",Google Ads,GG-200319,UAC - Installs | iOS | US | Static,30463,1050,1064.0700,224,30.93,79.55
"2025-10-07",Google Ads,GG-200245,Search - Non-Brand - Broad | iOS | APAC | UGC,24445,1080,1057.2100,196,62.21,164.67
"2025-10-07",Google Ads,GG-200127,UAC - Installs | iOS | MENA | Carousel,28429,1353,1034.5000,244,77.81,201.68
"2025-10-07",Google Ads,GG-200016,UAC - Value | iOS | MENA | Static,38526,1525,1020.8400,267,85.97,268.14
"2025-10-07",Google Ads,GG-200140,UAC - Value | iOS | LATAM | Playables,24876,841,989.2700,222,59.98,293.0
"2025-10-07",Google Ads,GG-200255,UAC - Value | Android | MENA | Static,21702,1038,980.8100,164,53.76,186.33
"2025-10-07",Google Ads,GG-200047,UAC - Installs | iOS | EU | Video,16913,766,964.8500,146,21.71,52.49
"2025-10-07",Google Ads,GG-200167,UAC - Installs | Android | EU | UGC,17435,770,920.0700,169,41.91,162.95
"2025-10-07",Google Ads,GG-200037,Search - Non-Brand - Broad | iOS | US | Video,18073,864,908.4100,161,52.82,198.87
"2025-10-07",Google Ads,GG-200112,UAC - Installs | Android | EU | Playables,19442,788,891.7800,226,49.97,157.11
"2025-10-07",Google Ads,GG-200280,UAC - Value | Android | APAC | Carousel,19028,878,889.5900,174,51.17,231.65
"2025-10-07",Google Ads,GG-200079,UAC - Installs | iOS | EU | Static,19218,706,884.3400,158,38.99,104.96
"2025-10-07",Google Ads,GG-200275,UAC - Value | Android | US | Static,21918,1087,880.4700,301,58.3,191.81
"2025-10-07",Google Ads,GG-200204,UAC - Installs | iOS | MENA | Playables,23540,781,876.6700,102,26.47,88.94
"2025-10-07",Google Ads,GG-200141,UAC - Installs | Android | EU | Carousel,17359,797,875.4200,199,32.8,90.99
"2025-10-07",Google Ads,GG-200270,UAC - Installs | Android | MENA | Playables,24656,800,871.1200,168,42.4,93.32
"2025-10-07",Google Ads,GG-200228,UAC - Value | Android | LATAM | Playables,29923,905,870.7900,236,25.3,87.64
"2025-10-07",Google Ads,GG-200178,UAC - Installs | Android | MENA | UGC,19005,947,870.5800,215,48.07,110.46
"2025-10-07",Google Ads,GG-200041,Search - Non-Brand - Broad | Android | MENA | Carousel,39848,1096,867.8100,209,26.48,85.32
"2025-10-07",Google Ads,GG-200239,UAC - Value | iOS | US | Video,26610,805,863.5200,144,34.27,163.19
"2025-10-07",Google Ads,GG-200001,UAC - Value | Android | US | Static,20001,690,846.9800,154,42.67,171.28
"2025-10-07",Google Ads,GG-200332,UAC - Installs | Android | LATAM | Playables,17555,840,829.2500,149,22.48,80.97
"2025-10-07",Google Ads,GG-200310,UAC - Value | Android | APAC | Playables,22150,800,826.4800,230,35.99,173.76
"2025-10-07",Google Ads,GG-200107,UAC - Value | Android | US | Carousel,18974,663,812.6400,111,24.5,100.7
"2025-10-07",Google Ads,GG-200122,UAC - Value | Android | EU | Playables,20247,895,810.1500,184,53.36,185.8
"2025-10-07",Google Ads,GG-200283,UAC - Value | iOS | LATAM | Static,13644,657,807.9800,174,53.07,253.2
"2025-10-07",Google Ads,GG-200184,UAC - Value | iOS | EU | Playables,16520,753,790.2000,145,31.54,120.04
"2025-10-07",Google Ads,GG-200033,UAC - Value | iOS | APAC | Static,22010,638,784.1700,78,15.29,46.45
"2025-10-07",Google Ads,GG-200095,UAC - Installs | Android | MENA | Playables,21733,761,779.8700,101,5.67,19.64
"2025-10-07",Google Ads,GG-200210,UAC - Value | iOS | EU | Playables,16094,615,778.2800,91,30.28,126.15
"2025-10-07",Google Ads,GG-200084,UAC - Value | iOS | MENA | UGC,21838,757,778.2000,160,27.82,95.65
"2025-10-07",Google Ads,GG-200298,UAC - Value | iOS | LATAM | UGC,17960,817,773.4500,185,21.13,67.83
"2025-10-07",Google Ads,GG-200169,UAC - Installs | Android | APAC | Carousel,16303,789,768.8800,137,27.89,110.0
"2025-10-07",Google Ads,GG-200165,UAC - Value | Android | MENA | UGC,23107,742,767.3000,111,22.94,100.32
"2025-10-07",Google Ads,GG-200266,UAC - Installs | iOS | APAC | Carousel,21893,877,762.1100,240,18.6,48.51
"2025-10-07",Google Ads,GG-200261,UAC - Value | iOS | EU | Playables,17532,571,757.6600,70,13.83,43.3
"2025-10-07",Google Ads,GG-200089,UAC - Installs | Android | MENA | Static,32721,1071,756.5500,148,15.5,53.83
"2025-10-07",Google Ads,GG-200176,UAC - Value | iOS | MENA | Carousel,21196,885,754.6400,189,37.84,127.45
"2025-10-07",Google Ads,GG-200307,UAC - Value | Android | LATAM | Playables,20851,974,745.3000,235,75.53,268.36
"2025-10-07",Google Ads,GG-200222,UAC - Installs | iOS | EU | Playables,21628,719,744.6000,91,21.8,61.04
"2025-10-07",Google Ads,GG-200241,UAC - Value | iOS | US | Playables,23278,771,729.9100,158,40.95,189.8
"2025-10-07",Google Ads,GG-200078,UAC - Installs | Android | MENA | Playables,27078,1266,725.4200,189,34.08,87.96
"2025-10-07",Google Ads,GG-200052,UAC - Installs | iOS | MENA | UGC,16970,817,716.7500,172,18.49,68.88
"2025-10-07",Google Ads,GG-200231,UAC - Installs | iOS | MENA | Carousel,25088,746,716.0900,143,24.91,91.0
"2025-10-07",Google Ads,GG-200108,UAC - Installs | iOS | EU | Static,14574,694,697.7500,81,7.57,24.53
"2025-10-07",Google Ads,GG-200237,UAC - Value | Android | EU | Playables,13691,570,692.4900,136,45.79,208.89
"2025-10-07",Google Ads,GG-200028,UAC - Value | iOS | LATAM | Video,12656,593,691.0200,106,20.32,83.37
"2025-10-07",Google Ads,GG-200268,UAC - Value | iOS | APAC | Playables,22297,937,690.1900,168,48.82,217.0
"2025-10-07",Google Ads,GG-200276,UAC - Value | iOS | APAC | Carousel,14265,605,683.5900,134,46.22,140.0
"2025-10-07",Google Ads,GG-200291,UAC - Value | iOS | US | UGC,14063,694,683.3800,94,25.18,88.05
"2025-10-07",Google Ads,GG-200251,UAC - Installs | Android | MENA | UGC,25479,734,678.3600,136,17.76,44.42
"2025-10-07",Google Ads,GG-200323,Search - Non-Brand - Broad | Android | APAC | Carousel,14387,683,677.0600,130,9.91,35.21
"2025-10-07",Google Ads,GG-200044,UAC - Value | iOS | APAC | Video,21695,601,674.3200,91,14.28,47.82
"2025-10-07",Google Ads,GG-200025,UAC - Installs | Android | MENA | Video,32269,1164,672.2100,320,36.0,83.3
"2025-10-07",Google Ads,GG-200243,UAC - Installs | Android | EU | Playables,14049,606,665.6300,98,12.44,36.37
"2025-10-07",Google Ads,GG-200254,UAC - Installs | Android | APAC | Video,23798,1150,659.7500,171,11.51,45.36
"2025-10-07",Google Ads,GG-200106,Search - Non-Brand - Broad | iOS | APAC | Static,16972,644,658.7500,59,12.43,35.76
"2025-10-07",Google Ads,GG-200257,UAC - Value | iOS | US | Video,11308,520,656.5000,71,16.3,55.37
"2025-10-07",Google Ads,GG-200121,UAC - Installs | iOS | LATAM | Playables,13424,642,654.2000,85,5.96,14.04
"2025-10-07",Google Ads,GG-200045,UAC - Installs | iOS | LATAM | Video,13558,625,652.2500,94,10.91,35.05
"2025-10-07",Google Ads,GG-200345,UAC - Installs | iOS | EU | Playables,13707,517,650.7500,64,20.35,67.68
"2025-10-07",Google Ads,GG-200209,UAC - Installs | iOS | APAC | Static,15782,654,647.8500,107,25.5,63.98
"2025-10-07",Google Ads,GG-200157,UAC - Value | iOS | EU | Video,19705,852,641.5600,111,28.58,108.26
"2025-10-07",Google Ads,GG-200316,UAC - Value | Android | LATAM | Carousel,15797,694,637.1600,200,27.24,126.72
"2025-10-07",Google Ads,GG-200086,UAC - Installs | iOS | APAC | Playables,12453,606,634.1200,100,10.2,40.43
"2025-10-07",Google Ads,GG-200281,UAC - Value | iOS | APAC | Carousel,20297,566,633.4700,98,23.11,73.7
"2025-10-07",Google Ads,GG-200299,UAC - Value | Android | LATAM | Video,13824,595,627.9600,157,37.7,137.91
"2025-10-07",Google Ads,GG-200271,UAC - Value | iOS | US | Carousel,14009,480,619.0600,71,18.11,88.99
"2025-10-07",Google Ads,GG-200105,Search - Brand - Exact | iOS | EU | UGC,22572,966,613.8000,127,34.94,124.7
"2025-10-07",Google Ads,GG-200153,UAC - Value | Android | MENA | Static,37910,944,613.4100,171,43.5,176.09
"2025-10-07",Google Ads,GG-200229,UAC - Installs | iOS | EU | Static,22333,652,608.4500,155,40.49,164.19
"2025-10-07",Google Ads,GG-200235,UAC - Value | Android | US | Video,18984,756,607.5200,195,40.35,151.92
"2025-10-07",Google Ads,GG-200287,UAC - Value | Android | MENA | Video,16738,694,606.9000,200,26.1,80.86
"2025-10-07",Google Ads,GG-200111,UAC - Value | Android | US | UGC,12396,515,606.7200,88,28.37,117.11
"2025-10-07",Google Ads,GG-200191,UAC - Value | iOS | LATAM | UGC,14262,569,604.3300,124,27.97,113.7
"2025-10-07",Google Ads,GG-200126,Search - Non-Brand - Broad | iOS | MENA | Carousel,13700,625,601.5000,67,15.02,54.87
"2025-10-07",Google Ads,GG-200144,UAC - Value | iOS | LATAM | Video,19523,490,597.7000,98,23.74,118.42
"2025-10-07",Google Ads,GG-200337,UAC - Value | Android | MENA | Carousel,19850,579,596.3700,129,12.55,41.98
"2025-10-07",Google Ads,GG-200035,Search - Non-Brand - Broad | Android | LATAM | Static,14455,619,595.6600,142,19.04,67.71
"2025-10-07",Google Ads,GG-200092,UAC - Installs | iOS | EU | Playables,16054,490,592.7000,56,7.99,26.14
"2025-10-07",Google Ads,GG-200010,Search - Brand - Exact | iOS | EU | Playables,12443,503,590.8200,87,11.96,27.69
"2025-10-07",Google Ads,GG-200154,UAC - Installs | iOS | APAC | Static,23304,563,590.0200,130,12.04,45.58
"2025-10-07",Google Ads,GG-200249,UAC - Installs | Android | APAC | UGC,15855,706,585.5600,207,18.24,52.18
"2025-10-07",Google Ads,GG-200278,Search - Non-Brand - Broad | iOS | MENA | Playables,11611,535,579.1400,66,12.1,29.35
"2025-10-07",Google Ads,GG-200227,Search - Non-Brand - Broad | Android | MENA | Static,17439,816,575.8500,120,28.81,93.52
"2025-10-07",Google Ads,GG-200264,UAC - Installs | iOS | EU | UGC,23071,558,575.8000,65,9.26,34.08
"2025-10-07",Google Ads,GG-200216,Search - Brand - Exact | Android | MENA | Static,14504,680,574.4600,84,17.35,66.0
"2025-10-07",Google Ads,GG-200321,UAC - Value | Android | MENA | UGC,16123,710,574.2500,141,19.56,79.82
"2025-10-07",Google Ads,GG-200166,Search - Brand - Exact | iOS | US | UGC,16761,672,573.5500,38,10.47,22.32
"2025-10-07",Google Ads,GG-200260,UAC - Value | iOS | EU | Carousel,15701,552,572.3100,112,13.89,52.23
"2025-10-07",Google Ads,GG-200026,UAC - Value | Android | EU | Carousel,23901,680,570.1800,164,57.32,186.81
"2025-10-07",Google Ads,GG-200136,UAC - Value | Android | APAC | Playables,20774,889,567.6300,149,13.57,57.22
"2025-10-07",Google Ads,GG-200030,UAC - Installs | Android | APAC | Video,13681,663,558.0500,98,25.52,82.74
"2025-10-07",Google Ads,GG-200019,UAC - Installs | Android | APAC | Playables,17237,559,555.4200,166,28.17,69.27
"2025-10-07",Google Ads,GG-200143,UAC - Installs | iOS | LATAM | UGC,23576,782,551.6200,131,34.47,111.89
"2025-10-07",Google Ads,GG-200233,UAC - Value | iOS | EU | Static,19825,584,545.9200,123,14.93,72.86
"2025-10-07",Google Ads,GG-200064,UAC - Value | iOS | US | Video,17453,667,543.4000,148,51.83,253.97
"2025-10-07",Google Ads,GG-200042,UAC - Installs | iOS | EU | Video,21441,714,542.9300,75,13.48,46.84
"2025-10-07",Google Ads,GG-200220,Search - Brand - Exact | Android | EU | Static,10928,519,541.6800,47,5.73,13.68
"2025-10-07",Google Ads,GG-200101,UAC - Value | Android | APAC | UGC,15385,632,539.7300,129,33.79,165.67
"2025-10-07",Google Ads,GG-200193,UAC - Value | iOS | US | Static,21494,432,539.0900,104,30.24,96.68
"2025-10-07",Google Ads,GG-200285,UAC - Value | iOS | APAC | Carousel,14922,550,532.5700,64,15.03,65.94
"2025-10-07",Google Ads,GG-200183,Search - Brand - Exact | Android | MENA | UGC,19280,729,528.4500,109,14.79,37.55
"2025-10-07",Google Ads,GG-200224,UAC - Value | iOS | LATAM | Carousel,9922,423,526.7600,63,10.57,45.05
"2025-10-07",Google Ads,GG-200274,UAC - Value | iOS | LATAM | Carousel,15126,633,525.8300,145,35.92,144.9
"2025-10-07",Google Ads,GG-200252,Search - Brand - Exact | Android | US | Carousel,14903,641,525.2400,112,30.84,115.68
"2025-10-07",Google Ads,GG-200032,Search - Brand - Exact | iOS | EU | Static,10442,448,524.9700,24,3.78,11.63
"2025-10-07",Google Ads,GG-200186,UAC - Installs | iOS | US | UGC,15039,437,524.6200,80,10.32,34.78
"2025-10-07",Google Ads,GG-200329,UAC - Installs | Android | LATAM | Video,13942,612,523.1400,124,36.58,123.42
"2025-10-07",Google Ads,GG-200258,UAC - Value | Android | US | Carousel,17866,424,522.1600,91,20.85,69.35
"2025-10-07",Google Ads,GG-200116,Search - Brand - Exact | iOS | APAC | Carousel,15883,738,521.7700,36,5.08,18.91
"2025-10-07",Google Ads,GG-200296,Search - Brand - Exact | iOS | US | Video,19228,531,518.3100,61,16.31,59.22
"2025-10-07",Google Ads,GG-200087,Search - Non-Brand - Broad | Android | MENA | Playables,12367,559,513.3900,97,5.55,13.52
"2025-10-07",Google Ads,GG-200177,Search - Non-Brand - Broad | iOS | MENA | Static,12931,548,511.2800,91,27.13,103.91
"2025-10-07",Google Ads,GG-200058,UAC - Value | Android | APAC | Video,18122,487,509.7400,151,21.32,102.74
"2025-10-07",Google Ads,GG-200097,UAC - Value | iOS | EU | Playables,13890,636,506.1900,126,38.2,116.13
"2025-10-07",Google Ads,GG-200159,Search - Brand - Exact | Android | LATAM | Playables,16457,790,505.5200,96,21.0,76.55
"2025-10-07",Google Ads,GG-200207,UAC - Value | Android | APAC | Playables,17311,524,504.8700,96,13.87,49.25
"2025-10-07",Google Ads,GG-200279,UAC - Installs | iOS | US | Static,12680,420,502.7400,92,16.04,67.26
"2025-10-07",Google Ads,GG-200232,Search - Non-Brand - Broad | iOS | APAC | UGC,10455,502,502.3500,54,13.59,48.35
"2025-10-07",Google Ads,GG-200138,UAC - Value | iOS | APAC | Playables,12851,436,502.1400,56,6.83,33.03
"2025-10-07",Google Ads,GG-200185,UAC - Value | iOS | MENA | Video,12626,502,498.3900,60,20.77,65.76
"2025-10-07",Google Ads,GG-200182,UAC - Value | Android | EU | Playables,18321,487,495.1800,124,26.68,102.5
"2025-10-07",Google Ads,GG-200040,UAC - Value | Android | EU | Carousel,13810,595,492.3600,128,21.58,76.33
"2025-10-07",Google Ads,GG-200202,Search - Brand - Exact | Android | MENA | Static,15471,641,489.8500,155,24.74,87.98
"2025-10-07",Google Ads,GG-200315,UAC - Value | iOS | MENA | UGC,23405,570,486.8400,92,18.06,84.7
"2025-10-07",Google Ads,GG-200335,UAC - Installs | Android | APAC | Carousel,20577,811,485.7100,160,18.3,72.45
"2025-10-07",Google Ads,GG-200151,UAC - Value | Android | US | Video,11532,480,485.0900,100,11.0,53.44
"2025-10-07",Google Ads,GG-200113,UAC - Value | Android | US | Carousel,21579,567,480.8700,152,50.46,167.93
"2025-10-07",Google Ads,GG-200320,UAC - Value | Android | MENA | UGC,11825,440,480.2200,83,23.17,86.38
"2025-10-07",Google Ads,GG-200322,Search - Non-Brand - Broad | Android | APAC | Playables,18033,534,478.7300,103,20.05,41.96
"2025-10-07",Google Ads,GG-200213,Search - Non-Brand - Broad | iOS | MENA | Playables,11233,536,476.5000,105,20.05,53.33
"2025-10-07",Google Ads,GG-200181,UAC - Value | Android | LATAM | Playables,16783,666,476.1200,142,33.9,108.28
"2025-10-07",Google Ads,GG-200098,UAC - Installs | Android | APAC | Playables,16465,783,475.5200,178,45.91,179.92
"2025-10-07",Google Ads,GG-200324,Search - Brand - Exact | Android | LATAM | UGC,11716,481,474.2200,97,11.38,40.66
"2025-10-07",Google Ads,GG-200053,UAC - Installs | Android | EU | Carousel,9783,386,472.1200,118,24.95,104.69
"2025-10-07",Google Ads,GG-200302,UAC - Value | iOS | APAC | Static,9757,449,471.6700,49,15.17,65.0
"2025-10-07",Google Ads,GG-200005,Search - Brand - Exact | iOS | US | Carousel,12653,398,471.2300,78,11.9,23.8
"2025-10-07",Google Ads,GG-200119,UAC - Installs | iOS | MENA | UGC,12592,449,465.5700,78,22.11,75.4
"2025-10-07",Google Ads,GG-200292,UAC - Value | iOS | MENA | Playables,13042,632,464.0800,114,28.1,122.09
"2025-10-07",Google Ads,GG-200242,Search - Non-Brand - Broad | Android | US | Video,10429,449,459.0600,86,26.6,69.75
"2025-10-07",Google Ads,GG-200083,UAC - Value | Android | US | Carousel,19776,534,458.8100,122,38.98,182.47
"2025-10-07",Google Ads,GG-200056,UAC - Value | iOS | LATAM | Static,20251,545,457.2000,152,32.12,157.87
"2025-10-07",Google Ads,GG-200124,UAC - Value | iOS | APAC | Playables,23032,608,455.8200,129,17.51,67.83
"2025-10-07",Google Ads,GG-200168,UAC - Value | Android | US | Carousel,19867,503,454.9100,134,16.08,48.47
"2025-10-07",Google Ads,GG-200096,Search - Brand - Exact | Android | US | Video,10817,459,453.4000,60,16.48,60.2
"2025-10-07",Google Ads,GG-200049,UAC - Value | Android | EU | Video,16675,546,447.6700,73,13.88,68.71
"2025-10-07",Google Ads,GG-200014,UAC - Installs | Android | EU | Video,13027,601,447.5600,107,13.94,45.11
"2025-10-07",Google Ads,GG-200090,Search - Non-Brand - Broad | Android | EU | Carousel,16147,430,440.9200,70,6.83,26.21
"2025-10-07",Google Ads,GG-200341,UAC - Installs | iOS | LATAM | Carousel,17835,414,438.7600,84,7.97,20.61
"2025-10-07",Google Ads,GG-200267,Search - Non-Brand - Broad | Android | EU | Video,18817,604,437.2400,129,9.95,19.9
"2025-10-07",Google Ads,GG-200263,Search - Non-Brand - Broad | Android | US | Carousel,9455,462,433.2600,97,27.34,61.65
"2025-10-07",Google Ads,GG-200308,Search - Non-Brand - Broad | iOS | EU | UGC,10759,440,431.6000,76,17.45,63.29
"2025-10-07",Google Ads,GG-200344,UAC - Value | Android | LATAM | Static,17275,375,427.2700,81,19.84,89.46
"2025-10-07",Google Ads,GG-200061,UAC - Value | iOS | APAC | Playables,18949,473,426.2700,115,25.01,80.08
"2025-10-07",Google Ads,GG-200200,Search - Brand - Exact | Android | APAC | Playables,16253,768,420.0200,141,33.45,109.18
"2025-10-07",Google Ads,GG-200117,Search - Non-Brand - Broad | iOS | US | Playables,12347,404,419.1900,46,14.89,45.0
"2025-10-07",Google Ads,GG-200282,Search - Non-Brand - Broad | Android | LATAM | Carousel,21475,506,418.7700,45,7.34,22.07
"2025-10-07",Google Ads,GG-200348,UAC - Installs | iOS | APAC | UGC,10702,373,418.4300,60,5.03,19.43
"2025-10-07",Google Ads,GG-200021,UAC - Installs | iOS | APAC | Static,12862,345,417.0000,40,4.76,16.26
"2025-10-07",Google Ads,GG-200128,UAC - Value | iOS | MENA | Carousel,13040,490,415.0800,134,30.24,91.51
"2025-10-07",Google Ads,GG-200334,UAC - Installs | iOS | US | Static,13929,458,412.7500,55,7.71,22.37
"2025-10-07",Google Ads,GG-200226,UAC - Value | Android | LATAM | Carousel,12628,443,410.0400,66,8.28,24.95
"2025-10-07",Google Ads,GG-200050,Search - Brand - Exact | Android | LATAM | Static,14688,709,408.6700,52,6.38,14.04
"2025-10-07",Google Ads,GG-200208,UAC - Installs | Android | LATAM | UGC,20264,722,408.3600,202,46.16,129.85
"2025-10-07",Google Ads,GG-200290,UAC - Value | Android | LATAM | Static,15079,643,407.7900,131,42.31,209.56
"2025-10-07",Google Ads,GG-200004,Search - Brand - Exact | iOS | LATAM | Playables,9000,388,407.5600,68,19.73,66.21
"2025-10-07",Google Ads,GG-200295,UAC - Installs | Android | MENA | UGC,15335,377,406.4400,99,26.61,109.07
"2025-10-07",Google Ads,GG-200326,UAC - Value | Android | APAC | Playables,10385,486,406.3000,115,19.39,95.19
"2025-10-07",Google Ads,GG-200325,Search - Non-Brand - Broad | iOS | US | UGC,13893,469,404.6100,66,22.37,44.74
"2025-10-07",Google Ads,GG-200327,UAC - Value | iOS | APAC | UGC,17769,502,402.2000,124,30.93,119.45
"2025-10-07",Google Ads,GG-200212,UAC - Value | iOS | US | Playables,7191,353,401.1100,74,18.56,69.71
"2025-10-07",Google Ads,GG-200262,Search - Non-Brand - Broad | Android | MENA | Carousel,18092,486,398.8600,89,23.94,47.88
"2025-10-07",Google Ads,GG-200250,Search - Non-Brand - Broad | Android | MENA | Video,13553,455,395.2600,92,25.05,67.71
"2025-10-07",Google Ads,GG-200085,Search - Brand - Exact | Android | EU | Carousel,7756,379,393.4400,74,13.45,32.21
"2025-10-07",Google Ads,GG-200009,UAC - Value | Android | LATAM | Playables,29692,679,386.9600,98,26.81,110.91
"2025-10-07",Google Ads,GG-200070,Search - Non-Brand - Broad | iOS | US | Playables,15330,504,386.5700,98,17.33,38.66
"2025-10-07",Google Ads,GG-200343,Search - Non-Brand - Broad | iOS | EU | Static,15030,602,384.8600,53,17.5,50.44
"2025-10-07",Google Ads,GG-200196,UAC - Value | iOS | EU | Static,10395,504,384.8500,109,23.69,95.3
"2025-10-07",Google Ads,GG-200099,UAC - Value | iOS | APAC | Static,9770,425,384.6700,98,21.04,67.31
"2025-10-07",Google Ads,GG-200134,UAC - Value | Android | EU | Video,12182,365,384.4200,107,15.23,75.74
"2025-10-07",Google Ads,GG-200125,Search - Non-Brand - Broad | Android | MENA | Playables,14029,466,380.7700,50,13.74,44.02
"2025-10-07",Google Ads,GG-200318,Search - Non-Brand - Broad | Android | LATAM | Video,12862,427,378.7100,39,11.35,41.03
"2025-10-07",Google Ads,GG-200330,Search - Non-Brand - Broad | Android | MENA | Carousel,20523,443,377.7500,77,5.22,10.58
"2025-10-07",Google Ads,GG-200100,Search - Brand - Exact | iOS | APAC | Video,15811,494,374.3000,42,5.86,14.47
"2025-10-07",Google Ads,GG-200333,Search - Non-Brand - Broad | Android | APAC | Playables,10407,422,372.5800,55,14.4,32.63
"2025-10-07",Google Ads,GG-200150,Search - Non-Brand - Broad | Android | US | Playables,11255,433,370.6900,82,15.45,36.88
"2025-10-07",Google Ads,GG-200137,Search - Non-Brand - Broad | Android | EU | Playables,12211,496,369.8200,91,27.78,70.06
"2025-10-07",Google Ads,GG-200051,UAC - Installs | Android | US | Carousel,13702,517,368.9800,83,20.66,76.11
"2025-10-07",Google Ads,GG-200093,Search - Brand - Exact | Android | LATAM | Playables,8220,407,367.4800,56,6.86,15.25
"2025-10-07",Google Ads,GG-200215,UAC - Installs | iOS | US | UGC,13522,350,367.2500,72,6.7,24.74
"2025-10-07",Google Ads,GG-200256,Search - Brand - Exact | iOS | APAC | Static,17083,355,364.4400,71,21.8,43.6
"2025-10-07",Google Ads,GG-200031,Search - Brand - Exact | Android | US | Carousel,15054,438,364.3300,39,10.41,20.82
"2025-10-07",Google Ads,GG-200225,UAC - Installs | iOS | US | UGC,11619,346,359.8400,54,8.42,27.48
"2025-10-07",Google Ads,GG-200288,Search - Brand - Exact | Android | APAC | Carousel,15857,502,357.9300,70,9.13,30.52
"2025-10-07",Google Ads,GG-200301,UAC - Installs | Android | EU | Carousel,13337,440,356.1800,135,25.92,88.46
"2025-10-07",Google Ads,GG-200272,Search - Non-Brand - Broad | iOS | US | Playables,9331,324,355.9800,45,9.84,34.55
"2025-10-07",Google Ads,GG-200067,UAC - Installs | Android | US | Static,9612,386,355.9300,68,17.04,47.01
"2025-10-07",Google Ads,GG-200062,UAC - Value | Android | APAC | Carousel,26409,547,355.6600,77,16.35,61.74
"2025-10-07",Google Ads,GG-200066,Search - Brand - Exact | Android | MENA | UGC,10566,398,355.0600,59,3.06,9.44
